Date,Time Taken,Condition,Review,Rating
"August 8, 2015",,For Muscle Pain:,"I pulled a muscle in my back on a Saturday. The pain was intense. Sleepless nights because of the pain. I started taking paracetamol and ibuprofen which did help during the day time. But once you have a sleep waking up was painful.
Saw a doctor today. Now Friday. They told me to get naproxen 500mg. Take 1 twice a day. Took one as soon as I got home. Seem to work. Put still had the pain. Slightly. Took 1 before bed time.  Only to awake in pain. I will continue using them as described by my GP but now using paracetamol to. Anti-inflammatory maybe but not a pain killer.",3
"April 24, 2019",Taken for 1 to 6 months,Aleve (naproxen) for Pain:,I broke my wrist. There was a terrible amount of swelling in my entire hand. The was pain just touching it.  I started taking Aleve. Two pills a day and the swelling went down in my fingers and thumb. I started taking three a day(the maximum) and the swelling went down in the back of my hand. I can see my knuckles for the first time in three months. I can start get strength in the hand to go back to work.,
"October 17, 2014",Taken for less than 1 month,For Back Pain:,"For over the past year and half I have experienced up and down painful levels of  a combination of left knee pain, extreme left tight hamstrings and IT band, sciatic pain ( piriformis syndrome). Xrays revealed nothing (although at 62 I highly suspect some type of osteoarthirits), 6 sessions of therapy to correct what was a suspect patellar tracking disorder aggravated the condition, chiropractor, massage, Voltaren gel rubbed in the knee. Nothing brought long term relief. Three weeks ago I decided to give Alleve a try. And so far it's worked. I take one before bed. My knee occasionally hurts, but the tight hamstrings and sciatic have cleared up.",9
"April 2, 2016",,For Sciatica:,Been on straight codeine 7 years 12 daily just came a habit. In the end til today I crunched up bad enuough to almost drop my 3month old baby...hubby had to come home from work practically lift me in the car to the docs...ended up gtn a cordisone injection plus norflex and naproxen omg am so relaxed right now first time in years.,7
"April 12, 2019",Taken for less than 1 month,For Period Pain:,"I was prescribed Naproxen 500mg after going through severe post period cramps, I have tried Advil and Tylenol but none of them worked. I must confess, Naproxen does the job for me for the period pain, I am back to school studying. I feel really sleepy tho, I don't know if that's one of the side effects of taking the drug.",8
"October 9, 2019",Taken for 6 months to 1 year,Aleve (naproxen) for Ankylosing Spondylitis:,"I was prescribed by my Rheumy to take Sulfasalazine 500 mg tab 4 times a day since October 2018, when I was diagnosed with Ankylosing Spondylitis. I have also taken Naproxen 375mg as needed. I’m a 72 years old woman still working full time in front of a computer all day and sometimes my back and neck pain is unbearable. The only thing that reduces my pain is taking Aleve gels before I leave for work as Sulfasalazine nor Naproxen have done enough.",9
"December 6, 2015",,For Sciatica:,"I have been taking naproxen on and off for years.Usually for back pain.It is the best treatment I have received .After 3 weeks of sciatica I started taking it again.This time it has helped,but I have a funny taste in my mouth and my mouth feels sore,my lips are slightly swollen as well.I will leave it off for a while and see if it feels better. I  have anaphylaxis if I eat gelatine, does anyone know if it contains any?.",10
"February 11, 2019",Taken for 6 months to 1 year,For Period Pain:,"I have extremely painful period cramps. So bad that I've even passed out from them. Every single month I would throw up all day from the pain. I had tried every medication, then my doctor suggested Naproxen 500mg. What a miracle ! once kicks , I feel no cramps ! and for me , one pill lasts for 12+ hours. I can finally live a normal life :) the only downside is it does upset my stomach, so I take it with an anti emetic !",
"December 20, 2017",Taken for 1 to 6 months,For Neck Pain:,"Experienced a neck injury (occipital neuralgia) so had Cervical Neuralgia / Occipital Neuralgia.  The Dr. prescribed naproxen.  Now that I have experienced a horrible, terrible and destructive medical condition directly from naproxen, I strongly recommend to everyone, if this drug is prescribed to you, drop the prescription into the toilet and run away as fast as you can!!! This horrible drug depleted my iron to the stage of anemia, which of course depletes CBC count in hematology. Now I am in 6-7 months of slowly rebuilding my iron, which rebuilds hematology.",
"February 26, 2012",,For Back Pain:,"Did not help much with the pain. After 2 months on this medicine my blood pressure started to spike and I have had  five trips to the ER with blood pressure at 180/120, severe dizziness and chest pain. Both a persistant dull pain and stabbing pain at different locations in my chest and abdomen. One week of and the dizzines and chest pain is gone. Blood preasure high still but better. Its the Diastolic preasure that is high. Be very careful with this medicine. Take your blood pressure several times before starting and monitor your pressure during treatment.",1
"July 26, 2016",,For Period Pain:,"I used to just take ibuprofen and that would only take the edge off but I will still be in a lot of pain that I have vomited before and had to go home from work. Then I tried taking ibuprofen and paracetamol at the same time, 2 of each every 4 hours which was better but I could still feel the pain. Then someone suggested I try Naproxen and it has honestly changed my life. Now I only need to take 2 the first time and then 1 every 6-8 hours and I am almost totally pain free. I'm just kicking myself I didn't try it 10 years ago. I'm Australian so I just buy it over the counter and it about $20 for a packet.",10
"April 19, 2017",,For Back Pain:,"Lower back pain with muscle spasms taking naproxen plus roboxim muscle relaxer and they suck. Been in pain with no relief exempt when I went to emergency room and got 1 morphine shot, 1 tramadol shot, 3 percasets and a valium .",1
"September 9, 2015",,For Tendonitis:,"Was prescribed drug for Achilles tenditis, 500mg Naproxen twice a day with omeprazole 20 mg.  Should never have taken this as caused heartburn and stomach infection, stopped taking on second day and still have not recovered from stomach problems over 2 months later despite taking other remedies.  Disgusting drug!!!",1
"January 30, 2012",,For Period Pain:,My gynecologist suggested I take one of these at the first twinge of a cramp.  Every now and then I get horrible debilitating cramps.  This medicine has saved me.  I take one pill and I know within about 30 minutes I'll be feeling a lot better and won't have any cramps.,10
"February 15, 2020",Taken for 1 to 6 months,For Rheumatoid Arthritis:,"Started having naproxen 500 mg twice a day with Omeprazole for the last five weeks it seemed to work well  with my arthritis  in my hands, and with my new replacement knee. I now have had to stop this medication  due to stomach issues. Pain in the stomach and Tar like stools (gastric bleed?). So it os  back to the Doctor to seek an alternative medicine.",5
"December 16, 2013",Taken for less than 1 month,Aleve (naproxen) for Pain:,"I have Neurofibromatosis Type 1 and pain is an everyday thing, especially with scoliosis. Everyday I was taking Ibuprofen and that medicine had very little effect whatsoever. I switched to Aleve and as soon as I took those first two pills, I couldn't believe the results; my pain was gone an about an hour later.",8
"July 20, 2011",,For Osteoarthritis:,"I have been taking Naproxen for 7 months 500mg and it is very effective but does have an impact on the stomach. I recently caught gastroenteritis and what normally lasts for 48 hours lasted 11 days, which may have been down to my weakened stomach lining. I was dehydrated and lost 1.5 stone. I am now going to try and manage the pain with ibuprofen and paracetamol.",7
"November 27, 2018",Taken for less than 1 month,"For Gout, Acute:","I'm 31. First time I've ever had an acute gout attack on my left foot big toe. This pain had me in tears. I'm a stubborn guy and normally don't take meds for anything. This pain forced me to find a doctor, who ended up prescribing Naproxen 500 mg. It works, but not as fast as I would have liked it to. I was still in pain 2 hours after taking it. Crying my eyes out. 4 hours later the pain was lessened. But not by much. Still enough for me to fall asleep. 6-8 hours later pain had lessened but not by much it was still uncomfortable to fall asleep....also a slight discomfort in my stomach (side effect?).  After 11 hours later throbbing needle pain that I've been feeling has subsided 90 percent.  I took my second dose and it's been maintaining so far. However, I still can barely walk. Hurts when I stand on it... it's been 2 full days with this gout thing.",7
"October 23, 2018",Taken for 1 to 6 months,Aleve (naproxen) for Headache:,Took 3 Aleve liqued gels within 2 hrs and it progressive made my headache worse and I had an event to go to later that evening too. Not very reliable. Advil works more effectively even if I have to take 3+,1
"January 21, 2021",Taken for 1 to 6 months,For Period Pain:,"Typically my cramps are so intense that I cannot leave my bed, and am typically stuck in the fetal position for most of the day due to pain. Naproxen helps with this, the only downside being it knocks me out for about 4-6 hours.",8
"June 28, 2020",Taken for 2 to 5 years,For Period Pain:,"My periods are about 8 days long and extremely painful. Naproxen is a GODSEND. I have tried birth control on multiple occasions and brands, I just don’t like it and it didn’t make my periods any less painful. I take Naproxen a few days before my period begins and then every 12 hours for the most painful days of my period and it is so much less debilitating. I HIGHLY recommend Naproxen to anyone, but the kicker is this: you have to take Naproxen BEFORE your cramps begin or right as they’re about to get worse. Naproxen is preventative from what I understand. Advil barely works for me, but I really don’t know what I would do without naproxen.",10
"December 17, 2019",Taken for less than 1 month,For Tendonitis:,"Was prescribed prescription strength Naproxen for a Rotator Cuff injury, let me tell you....took it around dinner time and about 45 min later got the WORST stomach pain I’ve ever experienced. Has been going on for 3 hours now and stomach pain has not gotten any better. Considered going to the ER it’s that bad.",1
"July 9, 2011",,For Back Pain:,"(Male, 42yrs, 220lbs, active/athletic). I take 375mg once in the morning for the relief of occasional (4-5 times a year) severe back muscle pain. While it unfortunately takes 2-4 hours for me to feel the effects, when it has been absorbed it gives me 90-100% relief and the benefits last for roughly 48 hours. This is by far the best pain reliever I have ever used. As for adverse side effects, luckily I can't seem to detect any. ",10
"July 30, 2016",,For Back Pain:,"I am having severe pain on my right shoulder, radiating to my elbow, and a numbed index finger.  I was prescribed 500 mg of naproxen twice daily.  It is woefully inadequate.  I have been supplementing with tylenol but that still isn't cutting it.  This is nof a drug that works for me.",1
"September 21, 2018",Taken for less than 1 month,Aleve (naproxen) for Ankylosing Spondylitis:,"I have AS and have been in a flare up for about a week now. Hurting from my pelvis to my feet, it was causing extreme difficulty with walking.  Haven’t wanted people to notice the few times I’ve had to get out of the house so would walk decently with excruciating pain. My feet have been hurting everywhere, with painful throbbing and stabbing pain with every step.  I have been feeling shocks in my left hip area with my steps, almost sending me to the floor at times.  Last night, after I got in bed, the throbbing pain was keeping me awake so I got up and took two Aleve gel tabs.  Within 30 min, while lying in bed, I noticed the throbbing had stopped.  Upon awakening and standing I was much better.  I could not believe the difference in my gait with my pain level dropping significantly today.  I feel so much better now!  Thank goodness",9
"December 7, 2009",,For Osteoarthritis:,"I suffer from severe arthritis due in part to extensive cervical fusion. About 2 months ago my doctor prescribed Naproxen and I am pleasantly surprised with the results so far. While I am not a fan of NSAIDs *any* relief from this pain is worth the risk.

It doesn't do much for breakout pain but when I get that nagging pain in my neck it does help, but only in conjunction with a pain killer.",8
"September 19, 2015",,For Back Pain:,"I've had sciatica pain for the past few days. Tried Tylenol 3, Advil and regular Tylenol with codeine. Nothing worked so I tried Aleve. Took 1 the first day and didn't feel a difference at all. Got brave and took 2 today, even though these are supposed to last 12 hours and it didn't feel any different. Personally speaking this medicine is a waste of money and doesn't work at all.  This is a medicine that works especially on muscle pain and I felt no difference period. I do not recommend this to anyone. Go to your doctor and get something prescribed.",1
"December 28, 2020",Taken for less than 1 month,"For Gout, Acute:","Within hours of taking the naproxen medication I felt relief from my gout. It does what it says but along with that I had to endure the worst stomach cramps, diahhrea, trapped wind and gas all the time I was taking it. But I’ve not been able to walk well for a long time so discovering I had gout and getting rid of the pain when walking my agility back  is well worth it.  I also had a frozen shoulder which  I could hardly move and the naproxen got rid of that which was an added bonus",9
"March 22, 2016",,For Period Pain:,"I had really bad cramps. I tried several things, and nothing seem to work. When I get them bad I have  to miss school and just lay in my bed with  back pain, headache, barf etc. So I had enough and decided to go to the doctors. My doctors prescribe me for naproxen. On the day of my cycle I took the pill and in about 30 minutes I was pain free. I took a nap and it felt like I didn't even have my period! I definitely recommend this, I am very pleased and this will be my go to every month. but remember, what works for me doesn't work for all.",8
"September 16, 2017",,Aleve (naproxen) for Osteoarthritis:,"It seems like other OTC pain relief pills work much better, e.g. ibruprofen, aspirin, tylonol.  I just try to get by on one aleve taken around 5 a.m.  because I take four other pills each day at 5 p.m.   I have just experienced several days with dizzyness.  Don't know if it's connected to taking Aleve but will address it with my family doctor.",
"May 11, 2016",Taken for 5 to 10 years,For Pain:,"I'm a 31 y/o male, had a knee replacement 3 months before my last birthday. I use naproxen to manage daily pain. Works great. At least I can still poop with these in my system! If it gets too bad I also use aspercreme with lidocaine. Miracle combination.",10
"December 19, 2020",Taken for less than 1 month,For Pain:,"Naproxen has never worked well for me.  I thought it was odd when the doctor told me it was the strongest thing available.  I took 600 mg which worked for 2 hours. I spent the next 10 hours looking at the clock, crying and thinking of how to get illegal drugs for the 1st time in my life. The doctor would not give me anything stronger. I have never used any other person's prescription, but I finally got an oxycodone pill from a relative who recently had surgery.  I took one, slept through the night and the pain was much more bearable for the next few days.  One pill worked.",1
"September 30, 2010",,Aleve (naproxen) for Pain:,"I love Aleve, but people should talk to their doctor first.  I have sometimes severe pain in my toes and severe headaches from TMJ, and the Aleve significantly cuts down on my pain from both.  Don't forget to talk to your doctor because risk of stomach bleeding and risk of heart attack rises with some users.",10
"April 21, 2018",Taken for less than 1 month,For Muscle Pain:,"Got given it after I popped my knee out of place. Doctor didn't know what was wrong but causing me so many problems after. I'm aching and hurting all over. My hands hurt, yesterday I couldn't even move my wrist, my feet and ankles hurt, depressed etc. I stopped taking it, feel less sad but I'm still aching.",2
"June 25, 2012",Taken for 1 to 6 months,Anaprox (naproxen) for Back Pain:,"I work retail at a large home improvement company. Most of the day it works fine, but a lot of times I have to do heavy lifting. It does not help with that. I have had to on numerous occasions stop and take a break just to get through the day.",7
"April 16, 2018",Taken for less than 1 month,For Fever:,"Worked better than Tylenol to control fever, and works longer. 1g Tylenol brought my 101 fever down to 99, while 440mg of Naproxen sodium knocked the same 101 fever the next morning down to my normal temp of 96.",10
"August 4, 2012",Taken for 1 to 6 months,For Pain:,Suffered neck and spine pain for years. One night I took it and was I surprised how great this medicine worked. And I'm pain free all night and day after taking Aleve. I make sure I have it in my medicine cabinet. It's a keeper....Thanks for this great medicine!,
"October 4, 2016",,For Ankylosing Spondylitis:,"Took Naproxen 500mg twice a day for four days, then ended up in an ambulance on-route to A&E department. 

Naproxen also gave me a serious heart problem, I now attend the heart failure clinic, and the ENT department for tinnitus. I am a UK citizen based in the UK.
I regret taking them.",1
"May 26, 2018",,For Period Pain:,"Ever since I was 16 or so, I have had extremely painful menstrual cycles. I will feel uncomfortable a couple of days before bleeding and then hit like a freight train, the first day of bleeding and usually leading into day 2. The kind of pain where I can't think straight and feel the urge to vomit and poop all at once. I have often had to miss work due to the severity of pain. Finally after being fed up with Ibuprofen not working at all anymore, I went to a dr and was prescribed naproxen 500mgs. I find that when I take one 500mg pill at the first tinge of pain, I am usually experiencing relief within 30 minutes. I also find that when I drink LOTS of water with the dosage it kicks in even sooner than 30 minutes. In hind-sight I wish I would have known about naproxen when I was in my teens.",9
"December 3, 2020",Taken for less than 1 month,"For Gout, Acute:","In Australia it's called Inza and it is taken with Colchicine, it makes for a serious gout stopper.
I have found that the moment I feel a Gout episode coming on, if I take 2 of the Colchicine 500mcg (micrograms) and 1 Inza 250mg it stops the Gout in its tracks and a severe attack is avoided. Next day all is normal and no Gout.",9
"March 28, 2012",,For Tendonitis:,"I took Aleve for one year for tendonitis in my wrist. The medication worked very well in reducing the swelling and pain. However, one year later I have just found out that it has been the culprit behind significant weight gain and bloating. I gained 25 lbs in 4 months. I am stopping Aleve and will try to find a natural way to treat my tendonitis.",4
"August 18, 2015",,For Osteoarthritis:,"I was prescribed this to help with an inflamed joint in my foot.  Historically, I had taken Aleve, but didn't like the drug because I felt it didn't really work.  Last time I took it, it work in the 11th hour of 12 hurt effectiveness time range and was gone by hour 12. But the doctor insisted I take it this time.  I took it for a little more than a week and on the 10th day, I woke up to horrible chest pains.  I'm 36 years old and don't believe I have a heart condition.  I stopped taking the pills and the pain in my chest lessened towards the end of the day.  However, my blood pressure was through the roof, when I'm characteristically low, and my resting pulse rate was 114.  I also spiked a fever in the same day.  
Days later, still symptoms",1
"July 23, 2016",Taken for less than 1 month,For Muscle Pain:,"Had tennis elbow started taking napoxen the pain started to gradually decrease after a couple of days ,i also felt very tierd and not much energy falling asleep in the day .I stoped taking then ,i really drained me .",7
"June 24, 2016",Taken for 1 to 6 months,For Period Pain:,"I'm gonna be honest Naproxen does not help at all for my cramps. I got a IUD to help with the pain a flow of my menstrual cycle, it helped with the flow but not the pain. She prescribe this to me and I still have excruciating pain. Everyone is different",3
"May 20, 2017",Taken for less than 1 month,For Osteoarthritis:,"I have knee and joint ache. I use it once in a week and it gives me relief for five days.  First three days, I feel no pain anywhere in the body, then it going aching slowly and grows gradually.  If i take it regularly once in a week, I am comfortable and have no side effects felt yet.",9
"July 23, 2019",Taken for less than 1 month,For Headache:,"500mg of prescription Naproxen stopped my daily migraines. I had been  taking over the counter meds non stop all day to try and control them, and I was getting no where.  I had been  spending about $60 per month or more on useless tylenol rapid release or advil liquid gels. I really think they are just a placebo to get people to spend money. My headaches would get so bad I'd throw up or have to go to the emergency. This drug is a miracle for me. I strongly recommend asking your dr for a prescription if OTC meds don't help you either.",10
"March 25, 2020",Taken for less than 1 month,For Period Pain:,I had been taking naproxen before my period due to a sports injury. So when my period came I virtually did not feel ANYTHING. I only take 1 in the morning and 1 at night and I don’t feel any cramps at all. I think I’ve found my pain med  for my period - it is naproxen!!,10
"May 9, 2021",Taken for less than 1 month,For Costochondritis:,"Script completely cured me of costochondritis after almost a year of tests, being misdiagnosed, and doctors guessing.  No side effects since I took it after breakfast  and dinner daily... 12 hrs apart.",10
"October 24, 2016",Taken for 1 to 2 years,For Period Pain:,"I take naproxen to help decrease the blood when I'm on my period taking it 3 times a day 3 days before my period and up to and it works great, I was prescribed by the doctor around a year ago and it's really been helping my periods to become lighter, since I take it for 3 days before my period I don't see any help with period pain and I never knew it could help that so my periods are still as painful as before taking naproxen",10
"May 11, 2021",Taken for less than 1 month,For Back Pain:,"I was on hydrocodone then my doc said naproxen was better I gave it a try after a few days my throat felt like it was closing in on me and I couldn’t swallow anything.  I went to work and told one of my coworkers and she was  - ""What?!! stop taking it"" she took naproxen while back and it happened to her too!!   It’s been 2 years and I still have the feeling of my throat closing  once in a while !",1
"August 30, 2008",,For Period Pain:,"This medication for cramps is the BEST. It's weird but my cramps only happen in the morning before my actual period comes.  The pain starts literally within twenty minutes of waking.  I pop one of these and within an hour, I'm fine.  I usually don't have to take another pill even though you can take the medication twice a day.  I've been using it for a year.  It's great.",10
"July 26, 2016",Taken for 1 to 6 months,For Period Pain:,"I have very painful cramps, nausea, vomiting, the whole works. When I was younger, I'd have to come home early from school because I took the Advil too late, or was scared to take it at all for fear it would make the pain worse or wouldn't work at all. Sometimes it worked. Sometimes it didn't. This is the case with all other pain medications I've tried to lessen my period pain. As for my 375 mg, prescription Naproxen, I can say that it worked fabulously the first time I used it. But today is the third time (month) I've used it and I'm in not-to-be-snuffed-at pain. I'm getting by with applied heat. I'm at a loss for what I should do this month and the next month and the next.",4
"August 9, 2012",Taken for less than 1 month,For Tendonitis:,"Didn't see results, I am a young baseball pitcher and lately my elbow has been killing even days after games.

Doctor prescribed me 500mg Naproxen EC and I find I have no results and my elbow is still inflamed, feels like carpel tunnel in my elbow still",6
"September 27, 2016",Taken for less than 1 month,For Pain:,"I have a Anterior labral tear Instant pain relief soon after the first dose (500mg twice daily) use codeine as a breakthrough medication  in case it gets more severe but other than that, highly recommended pain relief as an alternative to opioid medication ",6
"December 21, 2019",Taken for 10 years or more,For Headache:,"Naproxen works well for my migraines. I always eat something or take it with milk to protect my stomach. If my migraine has progressed to me vomiting, I need to take maxalon and then wait for 30 mins to an hour, then I take naproxen (750mg) this knocks out the migraine pretty quickly for me, I will just feel pretty washed out for the rest of the day.",10
"October 10, 2016",Taken for less than 1 month,Aleve (naproxen) for Pain:,"Hi everyone I'm 42 I just had all my teeth pulled on Oct 6 ,2016. I was in severe pain 
Felt like my mouth was butchard I took a bottle pain relievers in two days  no help so I get a bottle of Aleve 12 hour let me tell you it stopped my pain I was so relieved so the meds said take two than 1 every 4 hours  so I bought a bottle of extra strength Tylenol and I would take the aleve every four hours and 30 minutes later I would take the 0ne Tylenol extra strength 
Works perfect today is my 4 day I feel great thanks Aleve",10
"October 19, 2015",,For Period Pain:,Suffered severe period pain doctor put me on naproxen in 2 months have no pain and no period flow it's basically stopped but side effects I got itchy hives but it's great..but doctor says pain is fibroids that have to come out I wanted to stay on naproxen but she said it's only a solution not the end result....,7
"August 3, 2015",Taken for less than 1 month,For Back Pain:,Prescribed 750mg per day for horrendous sciatica - the effect was no better than taking smarties. 5 months later MRI scan has confirmed it was in fact a herniated disc. I ended up on 240mg per day of codeine and eventually ended up on amitriptyline too to treat 10 days and nights of extortionate pain. 5 months later don't experience a lot of pain but still have numbness in foot and difficulty walking,
"August 31, 2015",,For Muscle Pain:,Took this for a pain I have in my wrist. Don't have arthiritis. I'm 15. It's supposed to stop the swelling and pain on the palm of my hand but it's done nothing except give me all the possible side effects. It's affecting my daily routines so yeah. Not good at all really. It's a 0/10,1
"August 23, 2017",,Aleve (naproxen) for Costochondritis:,Been taking 800 mg of Ibuprofen three times a day for 12 days per docs order with little relief for Chostocondritis and back pain.   Getting pretty bummed out so decided to try Aleve (not generic - the time release isn't the same) and within hours had relief.  Finally able to sit comfortably!,
"July 31, 2020",Taken for 1 to 2 years,For Back Pain:,"I take naproxen OTC generic products for arthritis, ankling spondylitis, disk degeneration,  etc. It relieves most symptoms better than any of the other anti-inflammatory drugs. Never had stomach issues from taking a dose of one 220 mg every 12 hours. Have taken higher dosage for herniated disk. Husband takes also but for pain vs anti-inflammatory and finds it works well.",
"May 3, 2014",,For Muscle Pain:,"375 mg, three times a day was prescribed for my severe muscle pull near the left hip. Took the first pill at dinner time Thursday. Pain subsided a bit, but the medicine apparently wears off after 8 hours, because pain woke me up at 4:15 am Friday. Took pills at 4:30 am, 12 noon and again 8 pm.  Would estimate the pain was 1/3 less during the day. Sleep was again interrupted by hip pain: there was no positioning of the knees or legs that lessened the pain.  Today, Saturday, I took a pill at 7 am and will continue to dose every 8 hours.  Tomorrow I have to perform a concert while standing, so I'm counting on these to pull me through.   
Eager to get off these pills because of their scary effect on blood pressure.",5
"May 14, 2015",,Aleve (naproxen) for Frozen Shoulder:,Very little relief.  I finished PT and after a year it still wasn't great.  Due to other issues a physician switched me to Diflofenac Sodium (Voltarin?) which has been a wonderful.  It takes away all my joint issues.,2
"November 21, 2019",Taken for 1 to 6 months,For Ankylosing Spondylitis:,Take 500mg Naproxen 2x a day which doesn’t do much of anything for my Ankylos Spondylitis. Ridiculous that it’s even recommended as part of AS treatment! On a side note as a woman it slows mensuration down to a trickle making mensuration last even longer which is extremely fricking annoying especially with AS!,
"March 13, 2015",,For Muscle Pain:,"I was introduced to naproxen sodium a couple years ago and it worked great for muscle pain. However, recently I took some for neck pain and instantly went into severe anafelactic shock. While on the highway, luckily my fianc",1
"November 20, 2011",,For Pain:,"I have temporomandibular joint (TMJ) disorder. My oral surgeon prescribed naproxen for jaw pain and I discovered  only 4 days of taking this medicine, I found great relief in my arthritis in which I have most everywhere.
I hope to continue to take this medicine.",10
"March 17, 2021",Taken for less than 1 month,For Rheumatoid Arthritis:,"I just started taking naproxen 375 mg twice a day and at first the pain in my hand went away. But then the side effects kicked in. Nauseated, dizzy, lethargic, black stool, vomiting, headaches and horrible neck pain. 
I am done with these pills. I am going back to Advil. That also worked for me. Even after both my hip replacements.",2
"June 23, 2009",,For Pain:,"So far so good, for chronic neck pain/spasm. It's the first time I've tried it and my neck has never felt better. The only side effect has been mild heartburn but I'd rather that than not being able to move my neck.",
"April 26, 2012",,Leader Naproxen Sodium (naproxen) for Ankylosing Spondylitis:,"I too have Ankylosing Spondylitis and it started when I was only 19. The flares of inflammation were 6 months apart in the first couple years. When I got my first bad flare though I thought I was going to die. Finally after a month of not being able to move, sit-up, walk, or lay on anything but my side. I finally got out the walker and made it down the stairs although in excruciating hip pain. Felt like knives were being stabbed into my sciatic nerve. I then realized after I went to the emergency room that an NSAID was to thank for my relief! Thank you Naproxen.",
"August 23, 2018",Taken for 6 months to 1 year,For Tendonitis:,"I took prescription-strength naproxen after a shoulder injury. It helped with that but made pain in my knees and hips much much worse somehow. 

When I take it my shoulder feels better for a few hours but my knees start to ache.",2
"November 14, 2017",Taken for less than 1 month,For Headache:,"I was just prescribed naproxen 500 mg for degenerative arthritis. It really takes the pain away from the arthritis but it also works for my wife who gets occasional menstrual headaches, migraines  and seasonal allergy sinus headaches. She also takes vistaril for allergies but it doesn't get rid of the headaches. Me personally, only Excedrin migraine extra strength...but that might be the caffeine lol",9
"January 9, 2010",,For Ankylosing Spondylitis:,"I had anterior cervical corpectomy 3 weeks ago, in pain constantly, don't want to get addicted to harder drugs so I am trying this, has helped immensely. Will continue, now can get a good nights sleep pain free, try it.",9
"July 20, 2016",,For Period Pain:,"I really love naproxen and taking it. It is really effective especially with the fact that I get such strong cramps that usually keep me in bed all day. It lets me enjoy activities without worrying about pain and how to make myself feel better. Sometimes my cramps may get so strong that I can feel cramps through it but its almost not so strong but occasionally strong. Naproxen just depends on the amount of pain you get and its always a mystery for me because i can never predict my cramps. But the point is, Naproxen always makes me feel better no matter how strong my cramps are. I recommend people to take it for ease of pain and always use it with food, trust me. I didn't once and it took away the cramps but i got such a weird stomach ache.",9
"January 29, 2021",Taken for 1 to 2 years,For Period Pain:,"On day one and two of my period I used to feel like it is the end of me. I can’t even lay still because of the unbearable pain and even start crying. Ever since my doctor prescribed me naproxen I can somehow function properly again. It takes around an hour to kick in, but if I take it before the pain gets worse I can continue my daily life without any !!!! Pain.
It wears off in the late evening and that’s when I notice how well it does the job, because the pain is very bad. I take one more and then it helps me sleep very well!!

Saved my life.",10
"May 3, 2016",Taken for less than 1 month,"For Gout, Acute:",I took this medicine for GOUT just prior to a holiday. It reduced the pain of the gout but made my legs feel as if they were made of lead! I did not continue after 3 or 4 tablets as they were affecting my ability to walk successfully.,5
"November 1, 2008",,For Pain:,"I have been using the Naproxen 500 mg for a few months now and ever since I have been using it, it has really, really helped me out. I have scoliosis with about a 40 degree curve and developing arthritis in my spine where it curves. This really seems to help out a great deal.",8
"May 15, 2020",Taken for 10 years or more,For Headache:,"I have taken Naproxen for 31 years. Have to protect my stomach. Went to doctors, trials etc. Had daily headaches and high SED rate.

I am praying my stomach and heart will be okay. I would not have been able to work and live a full life without it. I do take a prescription. You must take it on a full stomach and with Prilosec.",10
"September 3, 2014",,Naprelan (naproxen) for Muscle Pain:,"I have MS and have been taking Naprelan CR 750 mg every morning for approx. 2 years, I take every morning and within minutes I can move. My Co-pay used to be $45, we changed health insurance and now it's $250  I don't know what I am going to do now. I cannot afford this.",10
"February 25, 2020",,For Headache:,"I get headaches after I take naproxen 500mg it helps me with my carpal tunnel syndrome but those headaches start kicking in once I take 1 naproxen, tried cutting in half but yet again get those headaches.",6
"December 9, 2009",,For Back Pain:,Did not help my back pain at all. A week after starting the medication I had ONE glass of wine at about 8pm. Less then an hour later I passed out and did not wake up until 2pm the next day. I missed work and apparently my family was trying to wake me up but I seemed to be sleep walking and have no recollection of what I was saying. ,1
"August 28, 2013",,Aleve (naproxen) for Pain:,"I have severe chronic pain due to a car accident. I've tried every med to curb the pain. I like this medicine, the only drawback was that it wasn't long lasting and I wish I could take it more than once a day.",4
"December 8, 2017",Taken for 1 to 6 months,Aleve (naproxen) for Pain:,"I cracked a molar vertically into TWO pieces. After the initial two days (wherein a strong muscle relaxant was added to the mix) two Aleve for each dose kept me comfortable (nearly pain free unless I chewed on it) until I could get my quotes for a dental implant and get the offending tooth extracted.  I am post extraction as of today and again, two Aleve per dose has allowed me to bypass the opiod pain management ALTOGETHER!  Highly pleased and will keep Aleve as my go
to pain intervention for intense pain wherein speed of results is the only option. ",9
"December 9, 2017",,For Pain:,"I am a 65 yr old, female in excellent health except that I have ankle & knee pain . On vacation I, daily, took 500mg Naproxen for 3 weeks due to a mis-step and slight fall. Upon return home, 1 month later I am having extreme hair loss.",6
"June 13, 2011",,Naprelan (naproxen) for Back Pain:,"After severe lumbar pain caused by lugging a 5-gallon bucket full of dirt about 100 yards, I tried over-the-counter Doan's tablets and got no relief. Then, my physician gave me 4 Naprelan which I took one a day. In only six days total, my lumbar pain had vanished.",9
"September 15, 2015",,"For Gout, Acute:","Swollen and red lower legs, swollen eyelids.
Doctor prescribed Naproxen Apo. After couple of uses, swelling was reduced, but got severe stomach cramps. I stopped using it after the second use, yet it bother me day and night for week now. Still experiencing pain in joints, swelling and now the stomach ache.",5
