Date,Time Taken,Condition,Review,Rating
,,For Bipolar Disorder:,"OMG!!! This is working I can't believe this after all years of suffering I swear I'm crying right now not from depression but HAPPINESS, thank you lamictal I don't mind the loss of libido from risperdal that I'm still taking now the most important thing is that I'm normal and happy!! for all people suffering from bipolar 1 or 2 or other types there's a hope you deserve the best in this life.",10
Anonymous,"August 19, 2009",Lamictal (lamotrigine) for Seizure Prevention:,"LOVE IT! I take 600mg a day. I don't think it causes the comprehension problems like Keppra, hard to tell though as taking both medicines at same time.  If my medication has to be increased this will be the one.  I can't increase Keppra anymore. ",9
Icicleman,"October 18, 2015",For Bipolar Disorder:,"After Depakote, Celexa and Nuerontin, which all helped to some degree but made me feel sick and medicated, my Doc prescribed Lamictal. Within weeks I felt normal, I could laugh, cry and get excited (not in a manic state) about situations. My family who have suffered through those years, were finally able to let go and be themselves with me, not walking on eggshells. It sure has saved my marriage and family relationships.",9
,,For Borderline Personality Disorder:,"I started lamotrigine as per my psychiatrist to stabilize my anger and agitation from BPD. I tapered up slowly and had no issues with a rash. The more I took it and the higher the dose went I noticed it was helping more and more with my anger and agitation but not with depression or suicidal thoughts. I was crying daily after months on it and could not feel any happiness or positive emotions although it was helping with outbursts for sure. 
That's when the physical side effects began. I developed severe painful cystic acne whereas before I had fairly clear skin. This was some deep painful acne that was so painful I could not touch my own face and have to now be on antibiotics for months which is another story. I now have nerve damage at 24",2
,,Lamictal (lamotrigine) for Bipolar Disorder:,"A psychiatrist prescribed Lamictal off-label for my depression. I felt the effects within 30 minutes of taking the first pill. I'm now one week into the 50mg titration. Depression has already GONE. I sleep better, longer. I'm calm. I can relax easily. I can almost nap on command. I take pleasure in things I had almost forgotten about. My emotions are coming back, I'm not 'numb' anymore. Let's hope it lasts. Only side effect : a rash on days 1 and 2 which went away on its own. I also feel just a little bit lazy, which is a welcome change in my case. No weird side effects like those of antidepressants. I had prayed God to guide the doctor towards the right molecule and He did.",10
,,Lamictal (lamotrigine) for Bipolar Disorder:,"Lamictal has been an extremely effective medication for my bipolar. I took 150mg for 5 years but recently increased to 200mg and found that I benefited from the increase. My moods are even more balanced. Wish I had discovered the need for a slightly higher dose sooner. In addition to lamictal I take 150mg of Wellbutrin daily with an occasional break to prevent a hypocrite manic episode. Also take Seroquel for sleep for some other bipolar symptoms. Lastly, Klonopin for general / social anxiety. 
",10
,,For Bipolar Disorder:,"Excellent Rx for Bipolar stablization ensuring a greater sense of control over my extreme shifts.
Side effect is having problems with spontaneous shifts of emotional display such as surprise , exhilaration( extreme happiness ) or demonstration of grief and or sympathy.
Still , it's a blessing across the board for me.",10
otfc42,"August 10, 2011",Lamictal (lamotrigine) for Bipolar Disorder:,"Thought I was going okay. Feeling the best I had in awhile. But, what it has done now is destroy my self confidence. I have no word retrieval, memory black spots. I value my intelligence, it sometimes feels like all I have left.",5
Strawberries12,"February 12, 2017",For Bipolar Disorder:,"I have started on 50mg of Lamotrigine from 25mg. I feel alert, motivated and wake up earlier then I did (8am instead of 10am).

I feel a little jittery since the increase but my ruminating thoughts and Depression are lower. Waiting to see how the increase to 100mg goes.

This has worked great for me in the past let's hope it helps again! Hope this is helpful.",8
valchicago,"February 12, 2015",Lamictal (lamotrigine) for Bipolar Disorder:,"I took Lamictal for 6 months to treat bipolar and anxiety. As far as I can tell, it did nothing for me. Took forever to titrate up, due to the risk of rash, and am now weaning myself off. Trying Seroquel now, which is showing far more promise.",3
J_I_M,"July 23, 2015",For Seizure Prevention:,"My daughter was on Lamictal for many years which controlled her seizures. A year ago her insurance stopped covering it so we were forced to go to generic Lamotrigine. She started having seizures, so we did a little research and found out that the Lamotrigine she was taking was manufactured by a company  in India. We switched to Lamotrigine made by another company and her seizures disappeared. Do some research on your products",9
Anonymous,"February 20, 2009",Lamictal (lamotrigine) for Bipolar Disorder:,Lamital works great but side effect for me is weight gain. I have been using it for two years. To counteract the weight gain I was put on Prozac. It helped to lose the weight but other side effects caused me to discontine it.,7
Nadia2000,"January 20, 2017",For Bipolar Disorder:,"I asked on this site about my taking 300 mg lamictal for 2 weeks after titrating up and not seeing consistent results. A couple of you suggested I split the dosage and take twice a day. Well, good news! After a couple of days, I started feeling consistently better. If anyone is going through what I was, I recommend you talk to your doctor about dividing the dose. Thanks for all your help. I am getting my life back so I want to help others!",9
,,Lamictal (lamotrigine) for Bipolar Disorder:,"This medicine was horrible for me. Not only did it not help - it made my symptoms worse! The whole time I was on Lamictal, I was a raving lunatic and it brought my friends and family to their wit's end.  I was dizzy all the time and never felt hungry. My hormones were all out of whack, causing my periods to be irregular and horrific. It also messed with my birth control and I wound up pregnant - a pregnancy that later failed due to further complications. I know this medicine works for some people but it's not a miracle for everyone. I was on it for about 4 or 5 months.",3
,,For Bipolar Disorder:,"Lamotrigine has worked for me, I'm bipolar 2 and other meds have been ineffective.  I have been on 100mg a day for three years with a break for pregnancy.  I have had spots at the times of dose increases and headaches when I have forgotten to take it. I do occasionally up my dose for a few days if I'm feeling down, this seems to stop a depressive episode from developing. After a few days I drop the dose down again and seem to go on as before. Overall I feel normal and would be lost without this medicine.",10
projectzacko,"October 9, 2008",Lamictal (lamotrigine) for Bipolar Disorder:,"Wonderful.  I've tried other drugs for bipolar and never knew what ""stable"" was until I was prescribed lamotrigine. I'm more productive, and my Seroquel has been reduced from 1000mg a day to 600mg a day. Great medicine.",9
,,For Migraine Prevention:,"After suffering from migraines for 35yrs and trying everything possible, including Botox and Verapamil/Cymbalta as prophylaxis I went up on my Lamictal to 250 2x daily.  We actually increased the Lamictal to control my seizures, but I had the *very* pleasant surprise that it nearly eliminated my migraines. At that point, I was still suffering approximately 2 weeks/mo.

I can't say enough about the drug, but contrary to the research, I won't give it up and would add another seizure medication if I got to the maximum dose and seizures were still occurring.",10
Anonymous,"October 27, 2009",Lamictal (lamotrigine) for Bipolar Disorder:,Seen the best results in mood and energy level upon adding this drug two years ago. A huge relief after 10 years of struggling to find a medication regime that worked long-term with minimal  side-effects.,9
sleepygrl,"May 17, 2017",For Depression:,"It only took 4 doses of the 25mg starter pack to cause major issues for me. I experienced sleep disturbances that exacerbated my depression and anxiety. It's been a few days since my last dose and I'm still struggling with insomnia, panic and frequent tearfulness.",1
_Mikey_,"March 10, 2015",For Bipolar Disorder:,"Bipolar 2 (depression). Still early days, and I'm still on a low dose (50 mg) titrating up towards 200 mg, heading into week 4. At first I didn't notice any effect at all, just minor side effects, e.g. hand tremors, itching, waking up every night and not being able to go back to sleep. Looking back, I realize that after ~2 weeks I slowly started getting more done. After a year of not cleaning and laundry never getting done and dishes sitting for weeks, I started to make headway with those things. It didn't happen from one day to another, and it's still not easy, but things like that get done. That's the difference. Crossing my fingers that the progress continues!",7
SassyBrunette28,"December 28, 2011",Lamictal (lamotrigine) for Bipolar Disorder:,"I felt a change in my moods from Lamictal almost immediately. I haven't felt that great in years, but I developed a rash in 1-2 weeks of taking it. It started as itchy hands and feet and then I itched everywhere.  I did not have a severe or life threatening Stevens-Johnson Syndrome. I did drink alcohol on this medicine and it made me get drunk really fast and I would have very bad hangovers. I had to discontinue after 1 1/2 months because of the rash. Two of my friends take this and never had rashes and they also agree it is the best medicine they have taken for bipolar.",8
,,For Migraine Prevention:,"I used lamotrigine for about a month, and it worked! It drastically decreased my migraines, and I felt like I got my life back. Then it gave me tinnitus! It’s been about 2 months, and my ear is still ringing.",2
,,For Depression:,Lamotrigine is a god sent medicine for me! It took me no more than a week to feel a difference in my major depression. I pray that it works for many years! It took me a change of three meds before this one clicked and helped me back to being my normal self .,10
,,For Borderline Personality Disorder:,I was diagnosed with BPD yrs ago.   I find lamictal stabilizes my impulsive behaviours and tones down my anxiety.  My Dr says lamictal is good for depression which I agree .  It has an antidepressant property.  I went off it for awhile just to see if it was still working and I found myself getting progressively more impulsive...... I take Abilify and Brintellix as well.  Take good care everyone,6
,,For Bipolar Disorder:,"I switched from Depakote to Lamictal after my first hospital stay. I'm currently taking 400mg lamictal and 75mg of Effexor Xr and I feel the most normal I have felt in my entire life. This drug has enabled me to go back to being the awesome person I always knew I could be. Without my manic and depressive states, I am able to concentrate on my studies for the first time in my life and I've never felt better. The difference is night and day.",10
Anonymous,"December 11, 2010",Lamictal (lamotrigine) for Bipolar Disorder:,"This is a great medicine.  Many people don't know about using it as an alternative to SSRIs for mood stabilization, depression and bipolar disorder. I've been on it for 1 year. The biggest benefits of this medicine is that it stabilizes my mood without feeling weird (fake, plastic, hyper) with very few side effects.  The sexual side effects and weight gain I experienced on Prozac, and the restlessness and irritability of Celexa and Welbutrin, just don't occur for me on this medicine.  
The drawback for me has been a narrowing of my emotional bandwidth.  I rarely feel spontaneous excitement or joy.  This may be partly because of life circumstances, but I'm certain that this medicine is also playing a role here. High anxiety, may not be related to this medicine.",8
Dailystrength.org,"September 12, 2009",Lamictal (lamotrigine) for Bipolar Disorder:,"Tried it for over 4 weeks. I didn't feel any different and seemed to get sicker the longer I was on it. Never got the rash but had pain all over my body (bones, arms, legs, stomach, etc). It was so bad I couldn't get out of bed without crying and being in severe pain. Wound up in the hospital and after being off of it for just over 2 days I was back to normal!",1
,,For Bipolar Disorder:,I've been taking Lamictal for almost eight years and it's a life saver. I was diagnosed with bipolar type 1 when I was 22 years old following a major manic episode. I felt like a zombie on other medications but knew I couldn't live in a constant state of mania either. It's the only thing I do (other than making sure I get enough sleep) to treat my illness and I've had no episodes of any kind since I started taking it.,10
Ladybug91601,"March 13, 2013",For Bipolar Disorder:,I have BiPolar II and have been depressed/dark/worthless/in a hole for a long time. I asked my psych doc if I could try lamotrigine since nothing else helped/worked.  We gave it a go and it has made my life so much better! I feel like I have been given a gift. The gift of peace with myself and the world around me.,10
Harlow1,"October 22, 2016",For Depression:,"I am being treated for clinical depression. My anxiety was getting bad. I could not sleep but was always tired. So my doctor prescribed my this in a low dose. I knew there would be side effects. But these made me feel terrible, I had absolutely no energy at all. Still had problems falling asleep & when I slept it was even harder to get up, can't even hear alarm clock go off. When I got up I would have absolutely no energy at all for the entire day till night. I took them for 2 1/2 wks. And stopped. After a few days I felt better. Go back to doctor & he gives me a higher dose?? I took half of a pill and felt like a zombie again for 3 days straight.  I called my doc but he isn't in till next week. Don't know why he told me to keep taking them.",3
Megster,"June 13, 2015",Lamictal (lamotrigine) for Seizure Prevention:,"I have started taking lamotrigine with the intention of weaning myself off phenytoin. Unfortunately after 2 weeks and 2 days I have had terrible side effects, splitting headaches, vomiting, nausea, dry mouth and extreme irritability ",1
,,For Bipolar Disorder:,"This drug saved my life. I was diagnosed with Bipolar Disorder 1 - mixed episodes 2 years ago and was put in this medicine, it was tricky finding the right dose but I stuck with it because I noticed a difference from the start. I am at 200mg and take 20mg of Adderol for  ADD. I have always been manic or depressive and i finally know what it feels like to feel normal.",10
,,Lamictal (lamotrigine) for Bipolar Disorder:,For me the side effects greatly outweighed the benefits since I didn't feel any benefits. This medicine might be effective for the treatment of something. However bi-polar/depression not so much. Not a whole lot of fun when you stop taking it either.,1
,,For Bipolar Disorder:,"Bipolar II / MDD is just one diagnosis for me. Treatments in 25-30yrs: benzodiazepine, SSRI, SNRI, tricyclics, antipsychotics..
Not certain my diagnosis can be carved in stone but the 1st prescription of Lamotrigine stopped my uncontrollable crying & it started again when I stopped taking it. BUT the crying stopped when I went back on it so I KNOW it was the med that fixed me
I have taken Lamictal 13+ yrs with no adverse health issues & will probably be on it for life",10
,,For Bipolar Disorder:,"This medication has given me my life back. I was always that friend who was going through something and spent years being on and off depressed. When I took antidepressants, I was very erratic and severely depressed. Lamotrigine has been the best medication I’ve tried so far. Social anxiety is pretty much non-existent for me now, which is saying a lot considering I never really left home because of it. I’m a happier, able to set goals and achieve them, and also more friendly. Currently no side effects aside from an increased appetite, which I guess is different from most people as well as a slight increase in acne.",8
Brian,"May 11, 2019",For Bipolar Disorder:,"Lamotrigine is great drug for bipolar disorder, with no side effects. Once I got to the 100mg level I no longer had suicidal thoughts or rage. Currently on 150mg and have felt stabilized for months now. I still feel like myself on this drug which is the most important thing for me. My moods are just aren’t extreme now.

Still working on the ADD",
Melissa W12,"June 9, 2017",Lamictal (lamotrigine) for Bipolar Disorder:,In 3 days of use I had itchy scalp within 2 weeks I had to be taken off due to itchy rash on neck and face as it was getting worse. It has been 2 weeks on new medication and I am still having the breakout.,1
Mattyfour,"December 26, 2016",Lamictal (lamotrigine) for Bipolar Disorder:,Great. I have been on it for ten years. I was diagnosed with bipolar 1 at 25 y/o and it took me about 1.5 yrs before a psychiatrist recommend this. They also had me on depakote which can cause liver damage. Later I removed the depakote. When life continued became more stressful (getting my master's and starting a family) I  had anxiety start and begun Paxil. I am now trying to stop paxil.,10
,,For Bipolar Disorder:,"The beginning was horrible, it didn't work and I was miserable. Then we got to the right dose and life *finally* made sense for once. I have been happily functioning and holding my job and overall excelling at life for the 3ish years I have been on lamotrigine. It is seriously a life saver. It does take a significant amount of time to start seeing a difference, a few months at least. Also, any amount of alcohol makes me fall asleep almost immediately. But it's a small price to pay for sanity.",10
kcgirl1234,"January 25, 2017",Lamictal (lamotrigine) for Bipolar Disorder:,"Well, I don't know if I'm the only one on here but this did not work very well for me. My skin started being much more red (especially in my face). Under my eyes looked sickly. I had a harder time falling asleep.  I even began to have ocular problems. I still was having panic attacks and severe depression--I suppose I was less manic though?",2
,,For Bipolar Disorder:,"Terrible experience for me. I felt like I was dreaming and out of my body I have no real expressions everything was so dull. It felt like my life wasn’t really mine and I just drifted day by day . I was only on 100 mg  and I warned myself off everyday I feel a little better but it was probably the worst experience of my life. I felt so weird it’s even hard to explain unless you go through it but it might work for you, but I felt like I was going crazy",1
,,Lamictal (lamotrigine) for Epilepsy:,Best medicine out there! I've had seizure for 7 years now and used to have them every other day and sometimes a couple in a row to. And about 2 years ago I got put on this medication and has stopped my seizures! I've tried 5 or 6 different medications and this one is the only one that actually worked great! Anyone reading this give it a try because it works!!,10
,,Lamictal (lamotrigine) for Bipolar Disorder:,"After many trials and error, I found that 200mg at bedtime is the best for me. I ran out of refills about 4 months ago and had to go without for another month before I could see a Dr. I know that's not safe but I had no choice. My family as well as myself could notice the difference in my mood swings within a week!",8
,,Lamictal (lamotrigine) for Epilepsy:,"I have taken 150 mg of this drug for 3 and a half years for condition known as Benign Epilepsy. In that time I've continued to have seizure every six months on average as well as experiencing a number of negative side effects including, insomnia, constant sighing, impaired short term memory, lack of motivation, depressive thoughts and difficulty completing tasks due to lack of motivation.",1
,,For Depression:,"I voiced opposition to lamictal when I was first going to be put on it as a teenager out of fear of the skin rash, but my fears were not considered valid and my father and doctor conspired to force me to take it. While my fears of the rash were not warranted, instead something far worse happened. I developed a prolactinoma as a result of lamictal and I am working to prove this.  I urge you not to use this drug.",1
Anonymous,"February 5, 2016",For Bipolar Disorder:,"Lamotrigine is an excellent medication for Bipolar II. It helps to even out your mood, but what I found most definitely is helping the depression. Sure it takes a long time to establish a ""sweet spot dose"" but it's worth the wait. The only troublesome side effect I have had is vision issues, primarily blurred vision -- not debilitating but irritating, yes.",9
Meagan6509,"January 25, 2016",Lamictal (lamotrigine) for Bipolar Disorder:,"I've take so many medications throughout the years. There was always something I didn't like. I always felt off with every medication. I found out about St John's Wort and it CHANGED MY LIFE! ZERO SIDE EFFECTS! If you're wondering about medications please give St John's wort a try! I feel like me, but a BETTER me! Not a ""medicated"" me",1
,,For Anxiety:,"I was feeling a bit overwhelmed at work as I had discontinued my antidepressants (with permission of my prescriber) for over 6 months. I really didn't want to go back to the same prescriber so I opted for an app service. They prescribed lamotrigine as a mood stabilizer. The first two days on this medication I felt worst than I had ever felt in my life. Suicidal thoughts just popped out of nowhere. It was really scary. I felt so depressed and in emotional pain and hopeless. I couldn't sleep. If I slept, I had vivid dreams and night sweats. I told the prescriber and they said side effects should wean in 5 days. So, I continued taking lamotrigine for about a month. The suicidal thoughts kinda went away and the impending doom feeling on the pit of my stomach got better. However, I had horrible headaches, vivid dreams every night and insomnia. The anxiety was constant and worse than before I started taking lamotrigine and this was only 25mg a day. I finally stopped taking it altogether.",1
,,For Epilepsy:,"I took lamotrigine for about 6 months, and it worked great to control my seizures.  Side effects were both positive (gave me more energy, I wasn't tired, wanted to go do things) and negative (insomnia).  I tried switching to Keppra but had horrible side effects from it so now I'm going back on lamotrigine and hope the insomnia doesn't come back or that they can find a medication to take at night to help me get to sleep.  I recommend this medication.",6
Janet,"August 23, 2019",Lamictal (lamotrigine) for Epilepsy:,"NEW ZEALANDERS! On Lamictal or Arrow I'm calling out to you!

If you don't know or are against the change to Logem, sign the petition!  To find it google - NEW ZEALAND petition for lamictal

I know we are all probably facing the inevitable, but if there is any possibility of keeping our lives stable, I'm going to take every chance I can! PHARMAC in NZ has chosen to no longer funding Arrow and Lamictal medication, creating the change to the generic brand Logem. 

To sign the petition - there is a big yellow box on the petition page on the right of the yellow box there is a ""sign petition"" option - click on this, put in your name and email, then there is a box to check to agree with the terms and conditions and there is also an ""I'm not a robot"" to tick.",10
,,For Bipolar Disorder:,"I went undiagnosed for bipolar disorder II for 20 years. Looking back, I see I was suffering the entire time. Hypomanic episodes and deep depressive slumps controlled my life. I was in shambles and thought I was insane. 
My psychiatrist suggested this drug because he was afraid other mood stabilizers would be too much for me to handle. I’m small and sensitive to medication (52’ and 103 lbs).
This drug has saved my life. My episodes last only a day or two as opposed to weeks. I spend more time in between episodes. It did stop working once I went up to 100mg, so I upped it to 125mg after going to the psych ward and now I feel great. It’s tricky trying to figure out the best dose for you. 
Only downside is the constant nausea and I lost so much hair. I am on Periactin 4mg for appetite and decided to chop off all my hair and rock a pixie cut. I miss my beautiful curly hair, but I love my sanity more. Blessings to you all!",9
Keen93,"May 1, 2017",For Bipolar Disorder:,"I'm a 23 year old female with bipolar II (I haven't had issues with hypomania since I was about 16 so my main issues are depression, anger, and anxiety). In the past I've been on lithium, seroquel, and abilify all of which were a nightmare for me with terrible side effects. I was so sick of the side effects that I stopped taking my medication cold turkey & was medication free for a couple years (I experienced a lot of bad depression during that time). I finally went back to my doctor about 3 years ago when the depression felt too unmanageable and got prescribed lamictal. It did wonders for me. I still struggle but the lamtical (100mg twice daily) makes it manageable combined with therapy and strict lifestyle changes. I experience NO side effects",10
moosejay,"December 28, 2015",Lamictal (lamotrigine) for Bipolar Disorder:,"I learned to live happy in a depressive low. Lamictal, or lomotrogene messed that up. I'm very conscious of my emotions as a lot of people who have bipolar and choose not to take medication. So I know my aggression triggers, I know my anger sometimes comes on and I just want to argue. I know when I am manic. I know when I am sad and having suicidal thoughts. That 10 years no mood stabilizers, depressed the whole time but able to manage it as the disease This drug now it could have been the combo of lomotrugene and clonazepam. My brain began to fight itself I turned into a destructive manic with into a week I was trying to leave my gf and child, for a past ex delusional thoughts she was still in love with me. ",1
,,For Depression:,Started the medication August 20th. I’m sensitive to medications so I took half of 25mg for a week then 25mg the next three  weeks.  Then a month later moved up to 50mg. Now I am trying to get to 75mg then to a therapeutic level of 100mg. I have had light headedness dizziness stomach cramps and sore muscles. I believe everyone should get to a therapeutic level and wait at least two months before they give up unless you get the rash or really depressed or anything else that can be life threatening. All These medicines takes time to work. You won’t feel it working in a week or sooner that’s just the placebo effect if you feel it working. So so far I’m doing good just need to get up at least to 100 mg and I should feel a good effect.,5
,,For Bipolar Disorder:,"I started taking lamictal at age 18 years old for bipolar and  I’m still on it at age 21. Lamictal reduces the frequency and intensity of manic and depressive episodes. I’ve experienced less side effects on lamictal than any other mood stabilizer- antipsychotic Ive taken. The risk for harmful rash STS is present but rare (I think it’s 3 in 1000 people). This risk is reduced by ramping up slowly. It took time to achieve a therapeutic dose. Lamictal is less effective when combined with hormonal birth control, so I take a higher dose.  I’ve experienced depressive and hypomanic episodes on lamictal, but they were efficiently managed by increasing the dose or adding an antidepressant. (I take Wellbutrin and buspar for my total  drug cocktail). I recommend this medication because it works without harmful side effects (like weight gain and brain fog).",10
,,Lamictal (lamotrigine) for Bipolar Disorder:,"Lamictal is an incredible medicine. It worked well for me as a mood stabilizer. However, it is theorized to block sodium channels and suppresses the release of glutamate and aspartate.  Meaning although it can help with mood,  it might raise systolic blood pressure in certain individuals . Unfortunately it raised my blood pressure so I had to wean off of it. I started off at 100mg as a sample dose; I was on it for about 6 months and noticed my blood pressure gradually got higher the longer I was on the medication. After weaning off of the medication, I returned back to normal .",10
Trace4654,"June 8, 2015",For Bipolar Disorder:,Really took a solid six months to work it made me drowsy during the day. I started taking it at night and it really took off my depression is gone and I sleep better. Taking it at night made a huge difference for some reason. I still have mood swings but my wife says they are much more in the normal range. I wish I would have found this pill when I was 15 my life would have been better and easier. I would recommend this drug to anyone and experimenting with different time of day if it's not initially working.,10
,,For Bipolar Disorder:,A 7 year nightmare. Lamotrigine doesn’t really work for everyone. It’s  a case of of labelled prescription medication poisoning. It’s not really for BP   . They really don’t know enough about the long term health problems or side effects of long term use . They are guessing with your mental health. To give a depressed person 200 mg of Lamotrigine is the worst thing you can do.,1
Katie167564768,"November 16, 2015",For Migraine Prevention:,"I've suffered with a constant severe headache for months. The medication didn't do much at 25mg or 50mg for me. I just went to 75mg recently. I see a little bit of improvement in the severity of my headache.  I also found that I have more energy in the day. It hasn't done much yet, but once I get to 100mg I'm hoping it will help some more. fingers crossed..",5
,,For Borderline Personality Disorder:,"I wasn't taking Tegretol for just for complex partial seizures,  we thought it might help with my extreme mood disturbances as well. Had some luck with the seizures, however I was still having extreme lows, paranoia as well as intense and explosive rage. 100mg of Zoloft gave me some relief for the lows, but started on 25mg of lamictal to help with the paranoia and rage. I've been taken off of tegretol now, and I'm currently taking 250mg of lamictal, increasing to 300mg. It's literally changed my life. No rage, no paranoia, it's levelled out my moods (with the help of Zoloft), and my seizures have stopped.",10
,,For Bipolar Disorder:,"I used to be this sweet, shy kid. In middle school I developed severe depression and anxiety, started cursing and getting in fights. I was so uncontrollably angry and didn't know why. I saw countless therapists over the years, went through a laundry list of SSRIs, SNRIs, and other drugs, until I finally figured out that I was bipolar.

Lamictal was the first drug to make me feel like ""me"" again. It gave me my life back. I feel so much more stable, so much less irritable. I haven't had a major depressive episode in about a year now.

And even better, I've had essentially no side effects from it. Stevens-Johnson Syndrome is rare if you slowly titrate up - about 1 in 3000, and it's typically only serious if you don't tell your doctor about the rash.",10
,,For Anxiety:,"I have been taking Lamotragine for 10 years, 100 morning and100 evening.   My anxiety seemed to reduce over time ....  but recently the anxiety has increased.  I am tempted to increase by a 100 at lunchtime, or I may be able to buy 50's where I am.

I also take Duloxetine at a dose of 30 three times per day xx ie 90 in all

My big problem is that I now live in a third world country so cannot speak to.my GP, and I know medical advice cannot be given over the telephone   PHEW xxx",10
Confused Frustrated Friend,"August 7, 2019",For Borderline Personality Disorder:,"Thank you all so much for your brave sharing. I now FINALLY UNDERSTAND the unexplainable and therefore increasingly unacceptable behavior from a new friend of mine. I am a very patient loving person and even I was at my wit's end after trying to end this relationship and getting sucked back in several times only to be treated worse each time.  I knew he (admittedly, even) had some issues, don't we all?, and I think he wanted to stay in the more socially acceptable area of depression/anxiety and yes even drug use/abuse, so he never mentioned BPD and it was one of the diagnosis I wasn't really up to pace with until tonight.. ",9
,,For Anxiety:,"Hey,
So I have taken this medication now for about 3 weeks to help me sleep!, the odd thing is, is I have woken up at odd times of the night not being able to fall back asleep!, which triggers my depression later on in the day if I do not get enough sleep, I found out I had Anxiey and Depression while I was on my mission for the church of jesus Christ of latter day saints, I have felt better since being on medication, but I am still waking up at odd times in the night!",4
Skrappy44,"January 11, 2009",Lamictal (lamotrigine) for Bipolar Disorder:,"After suffering a year long depressive episode and many different medicines, I tried Lamictal.  It has been a God-send. I take 200mg once a day.  I also take Lithium 600mg twice a day, with Lexapro 20mg once a day and Klonopin 0.5mg, 4 times a day.",10
Boppo93,"March 25, 2021",For Depression:,"Before lamictal, I had given up on psych meds and was extremely depressed, hopeless, and suicidal. I was also stuck in a relationship but I didn't believe I could survive a single day on my own. On lamictal, I started to feel better within 2 weeks. I felt calmer, happier, more at ease, and I could enjoy myself again. No pill is magic so I still struggled with depression, but it was much easier to manage and it gave me a sense of strength and confidence, which allowed me to make much needed changes in my life such as ending my relationship and moving out on my own. The only issues I had were that it made my acne worse (sounds weird but it's true) and I started experiencing some memory and concentration problems at 200 mg. Unfortunately, my personal experience with psych meds is that they stop working as well eventually, so after a couple years I had to switch. Still, I'm thankful for what lamictal did for me and I think it's a good, very tolerable drug.",7
Pipintosh,"April 21, 2016",For Epilepsy:,"I have been taking lamotrigine for 12 years now having had seizures for 35 years. At first I did have flu like symptoms and a slight rash but they soon went. They stopped my seizures which is fantastic but I do find that when writing I can't think of the word I want to say or how to spell it!! I have always been good at spelling and certainly not had any trouble with words, lol, but I will put up with it knowing I don't have the seizures anymore. Does anyone get dizzy or have double vision when maybe taking a tablet on an empty stomach?",10
,,For Bipolar Disorder:,"I have been fighting mood swings and depression for years and have tried all the antidepressants which for the most part didn't work and sometimes made me worse and more crazy, so I went to clinic and was lucky enough to tell this to a random doctor, she said it common for doctors to prescribe antidepressants for bipolar by mistake, I took a questionnaire that basically suggested I was Bipolar. I saw my regular doctor after this and he agreed and put me on Lamotigrine and it was like the lights went on, I am three days in and so amazed how I feel with no noticeable side effects I am stable and not constantly self talking and feel bad weak and discouraged , it works for what it was made for, keep looking and get diagnosed for the right thing because you can spend years taking the wrong medicine. Wow",8
,,For Bipolar Disorder:,"I take lamotrigine 200mg x2 a day for bipolar 2 and so far it’s been great. I’ve noticed that I have better impulse control, my mood isn’t flat at all but I have control for the most part about my spending habits and impulsivity. This combined with wellbutrin 450mg pulled me out of a deep depression that I was stuck in for months just staring at walls and crying when I had to do the most basic of things. I’d highly suggest this before getting into hardcore mood stabilizers. There’s nothing wrong with stepping stones if they work with your brain chemistry just because they’re off label.",9
,,For Bipolar Disorder:,I was recently diagnosed with bipolar disorder 2 and was put on 25mg of Lamotrigine and titrated up to currently 125mg. I can say this medication is a life saver. I take it in the morning and experience no side effects except for a little bit of memory loss which I’ll take over severe mood swings any day. It is a process to titrate but the outcome for me was worth it.,10
,,For Borderline Personality Disorder:,"I was on venlafaxine which was effective for depression for a couple of years but it eventually didn't work as well along with side affects like no libido, I was started on mertazapine along with the venlafaxine then the lamotrogine was added, I have found the lamotrogine not only helped with my depression it is a great mood stabilizer and has helped with the BPD immensely.",10
Cyrus,"October 1, 2021",Lamictal (lamotrigine) for Bipolar Disorder:,"This medication has been a godsent. I was hesitant for a long time because my genesight test results weren’t compatible with the medication; nonetheless I gave it a try. I’ve been on Depakote before and that seemed to help, but would ‘dull’ me out, and I guess it’s hard on the liver. I’ve been on Lamictal for a month now and have slowly titrated up (25mg, 50mg, 75mg). My psychiatrist has me taking two a day, one in the morning and one at night before bed. I wake up feeling levelheaded and am able to think clearer than I’ve ever had before. It works well with OCD too. I was diagnosed with Bipolar 2, Major Depressive Disorder, Anxiety, and Borderline Personality Disorder—so I’m definitely a hot mess. Aside from Lamictal, I take Prozac, Wellbutrin, and Mirtazapine—like I said I’m a hot mess. The only negative to this drug is rare life threatening rash; that comes from being inconsistent and changing doses too fast.",10
,,For Anxiety:,I had tried almost every other medication without success. The one that worked for me (phenalzine) has been discontinued. I was on Venlafaxine and Mirtazapine. Lamotrigine was added - I had no hope's of improvement but  from day one I started to improve. It has now been 6 months and I feel fine. I take 25mg twice a day. For me it has been life changing.,9
Happy User,"January 18, 2017",For Bipolar Disorder:,I have bipolar 2. I used to over-react to everything and would get butterflies in my stomach. I was irritable and always worried about something. Now my moods are stable because I'm assessing situations more realistically instead of catastrophizing. No more tears. My mom said I'm acting like I did when I was a child---happy.,10
