,Unnamed: 0,Date,Time Taken,Condition,Review,Rating,adr,label
90,90,"September 6, 2019",Taken for less than 1 month,For Migraine:,prescribed this because i have allergy to other type of pain medicine took one 50mg worst experience ever i had hot flashes with sweat my face and nose felt like it was burning aching body i felt high and not in a good way trapped at work scared to even drive migraine is still here with the side effects should have done homework first before trusting this was just another pain med never again,1.0,"migraine, pain",1
91,91,"May 25, 2021",Taken for less than 1 month,For Migraine:,i was prescribed this type of sumatriptan succinate 50 mg by dr reddy pharmaceuticals company i felt like i was poisoned i was throwing up jaw tight and hurt heart racing i was sweating feeling nausea it was a horrible feeling i have had sumatriptan before and i have never had such reaction,1.0,"heart racing, nausea, sweating",1
92,92,"August 6, 2017",Taken for 1 to 2 years,Imitrex (sumatriptan) for Migraine:,when i moved to indiana i started getting migraines my doctor prescribed imitrex 25 mg which worked beautifully as long as i took it when the migraine started though it still doesnt always work and i take another dose 2 hours after the 1st dose i developed tolerance to it and now need to take 50 mg fortunately my migraines have slowed down to a dull roar as ive figured out my triggers imitrex has some annoying but mostly tolerable side effects that dissipate with use such as feeling physically fatigued feeling kind of drugged trouble thinking clearly increased blood pressureheart rate sometimes i feel shaky,8.0,migraine,1
93,93,"March 13, 2009",,Imitrex (sumatriptan) for Migraine:,god bless imitrex i can take the injection either at the start of a migraine or right in the middle of it and it works like a charm each time i dont know what i would do without it my migraines were crippling but thanks to imitrex i have my life back,10.0,migraine,1
94,94,"June 14, 2016",,Imitrex (sumatriptan) for Cluster Headaches:,ive suffered from cluster headaches since i was 14 years old im 35 now my last headache was in 2013 shortly after my mother passed i thought i had out grown the headaches but may of 2016 here i go again going into my second month of having them everyday ive tried imitrex you name it sometimes painkillers work sometimes they dont but like many other cluster headaches suffers ive been threw helli dont know what do im a truck driver and it makes it hard to do my job even after the headache have gone i just wanted to share my experience,,headache,1
95,95,"August 23, 2018",Taken for 10 years or more,For Migraine:,this medication has been an absolute life saver for me ive not experienced any side effects from using it it takes an hour to kick in but works amazingly i cannot recommend it enough i have been using the medication for 10 years and suffer from migraines a few times per month,10.0,,0
96,96,"August 24, 2019",Taken for less than 1 month,For Migraine:,the worst experience ever i had a bad migraine took sumatriptan as prescribed from my doctor i had the worst ever side effects i had stiff neck pain all over my body short of breath my chest felt tight it took my migraine away but was it all worth the pain i got from taking this pill nope never again i will stick to excederin,1.0,"migraine, neck pain, pain",1
97,97,"July 23, 2020",Taken for 5 to 10 years,Imitrex (sumatriptan) for Cluster Headaches:,i use imitrex to treat my cluster headaches i have episodic clusters usually get them once a year for a month or more i get two to three attacks a day during the cycle i use imitrex injections and pills the injections get rid of the pain in about 10 minutes and the imitrex pills take about about thirty minutes to work dont know what i would do without them,10.0,pain,1
98,98,"August 22, 2019",Taken for 1 to 6 months,For Migraine:,everyone is different i react badly to many drugs but sumatriptan to my total surprise has so far helped with my migraines with very few side effects the pain doesnt respond to anything else ive tried aspirin paracetamol ibuprofen and even tramadol ive tried running singing rehydration salts hot packs cold packs nasal sprays and i dont know what else when the migraines got to the point that i couldnt sleep them off they are actually worse now after sleep i asked the doc for help and she prescribed sumatriptan 50mg and its like a miracle drug the pain goes away after about an hour i feel a bit manic and a bit dizzy after taking it but i feel dizzy and angry with the migraines anyway so thats a side effect im ok with at the moment note ive only been using it a couple of months and plan for this to be temporary while i investigate whether lifestyle changes will help me manage my headaches without drugs,9.0,pain,1
99,99,"December 14, 2020",Taken for 6 months to 1 year,For Migraine:,sumatriptan works really well for me the pain relievers didnt always work for me and i used to spend a few days in bed not being able to do anything but sumatriptan always worked so far so im happy with it i do feel quite hazy and sleepy after taking a pill but the migraine goes away quickly and it doesnt come back i take it rarely only around once a month and only for migraines,10.0,"migraine, pain",1
100,100,"July 1, 2018",Taken for 2 to 5 years,Imitrex (sumatriptan) for Migraine:,this drug will get rid of my migraine about 70 of the time but i only use it when nothing else works because the side effects are almost as bad as the migraine itself it makes my skin feel prickly and tight and my throat feels tight and like i cant swallow it gives me such intense nausea that i often dont speak when i take it because i feel like if i open my mouth ill throw up from trial and error the nausea seems to abate if i take it with food but if i forget to take it with food i have to force myself to eat through the nausea my brain also feels really foggy and basic actions are difficult when i take it im glad there are people who dont react like this but i am definitely asking to be switched to a different medication,3.0,"migraine, nausea",1
101,101,"November 1, 2012",Taken for less than 1 month,Imitrex (sumatriptan) for Migraine:,this medicine kept the migraine from becoming full blown it made me sleepy and out of sorts but this is better than an agonizing migraine i took it as soon as i saw the visual effect and within 30 min my vision was back to normal however i still had a mild migraine with very little nausea imitrex made me tired and my body felt heavy it also made my tongue feel swollen but it wasnt but id take this over a full blown migraine any day it seemed to fast forward the headache rather than it being debilitating like last time i still lay around all day though,7.0,"headache, migraine, nausea",1
102,102,"August 17, 2013",Taken for 1 to 2 years,Sumavel DosePro (sumatriptan) for Migraine:,the injection feels like a rubber band snapped on your skin i recommend the abdomen over the thigh much more comfortable i only bleed slightly and the site only bruised once the triptan effect is fast and intense you feel that rush of the migraine about to go away it makes me sleepy as sumatriptan always has and i nap for less than 12 hour then i am pain free the nice thing is the triptan effect goes away as rapidly as it comes on which is far better than the lingering yuck feeling with oral triptans not just pain reduction not a lessening of the migraine it is gone it has reduced my sick and late days due to migraine from 9 days in 2012 to zero so far in 2013 will never go without it again,10.0,"migraine, pain",1
103,103,"August 19, 2016",,For Cluster Headaches:,very bad experiencereaction with only half a dose 1 did not take away headache 2 increase in pain heavy weight feeling on my chest shortness of breath cold sweats this med was a nightmare for me i felt immediate pain and pressure in head neck and shoulders the worst however was feeling like a one hundred pound weight on my chest additionally nausea and cold sweats and feeling like i was in big trouble practically and er trip beware of this med it may not be for everyone will go back to 3 advil and a coke or my fiorocet cure is worse than the disease in this case for me,1.0,"headache, nausea, nightmare, pain",1
104,104,"April 28, 2013",,Imitrex (sumatriptan) for Cluster Headaches:,ive just started taking imitrex the first time i took it i thought i was getting lock jaw i was quite worried i took it again the next day though because it did take care of my headache since the first time i took it the side effects have been minor hopefully it stays this way,8.0,headache,1
105,105,"May 5, 2015",,For Migraine:,this medication has changed my life i have had migraine since i was age 17 my son lost a lot of time and attention from me because i used to be debilated for from early morning until about 7 pm only when my doctor prescribed sumatriptan for me about 6 years ago i have got back quality of life i thank from the bottom of my heart whoever invented this medication thankfully in uk we have the national health service which means i dont have to pay for the medication i probably would find it hard to afford otherwise i worry about all the people around the world who suffer migraine and do not have access to sumatriptan forget all the wealth health is the true wealth for me thank you sumatriptan,10.0,"migraine, worry",1
106,106,"April 24, 2010",,Imitrex (sumatriptan) for Cluster Headaches:,i have suffered from cluster headaches for over 15 years and have tried almost everything offered by hospitals and over the counter i recently was given imitrex in a nasal spray by my doctor and as long as your nasal passage is clear i have found that about five to ten minutes after you taste it in your throat the headaches go away it is the best medicine i have ever come across for cluster headaches and my days and nights are much better because of it,10.0,,0
107,107,"July 21, 2013",Taken for 1 to 6 months,Sumavel DosePro (sumatriptan) for Migraine:,this is a miracle for migraines works within 5 minutes and migraine gone you will have energy and get on with your day i am 43 yrs old and have suffered with migraines since teen run as fast as you can to your dr and ask for this medicine suffer no more,10.0,migraine,1
108,108,"March 18, 2009",,Imitrex (sumatriptan) for Migraine:,imitrex does the trick of getting rid of my migraine every time but the side effects are a little rough i feel as though my neck and chest are tightening and achy but if i go to sleep about 10 minutes after taking imitrex i miss the side effects happening to me and just wake up feeling better,7.0,migraine,1
109,109,"June 1, 2020",,For Migraine:,sumatriptan when taken as early as possible thankfully i can almost predict a migraine to the day because they are 13 days before my period get rid of the pain so well i dont even take anything else alongside it which i believe you can i get pain free inside 40 minutes with a little rest which is amazing when i know how brutal the migraines can be a small side effect is a tight feeling in the throat area but its so mild and the feeling only lasts an hour or two i know sumatriptan is not ideal for everyone the possible side effects can be offputting but as an otherwise fit and healthy lady i recommend it to similar people i only have 1 or two migraines a month the second seems to be an ovulation migraine caused by the sudden rise in hormones again predictable with a regular menstrual cycle im very lucky to only need one or two sumatran tablets a month 2 weeks apart im not sure i would want to be taking lots of these a month but for my needs they are a god send,9.0,"migraine, pain",1
110,110,"December 10, 2016",Taken for 6 months to 1 year,Imitrex (sumatriptan) for Migraine:,i suffered from migraines since i was 10 and am now 38 mine are triggered by stress and monthly hormone fluctuations i first tried imitrex when i was 21 and it made me so dizzy i couldnt stand recently i tried it again when i was having a migraine at work and it was so bad i went to the emergency room afraid i was having a stroke i used to take otc meds and isolate myself in a dark quiet room my migraines kept me from enjoying important events with my children this drug has been life changing i have experienced some sleepiness as a side effect but nothing that makes me nonfunctional,9.0,"migraine, stress",1
111,111,"October 24, 2011",,Imitrex (sumatriptan) for Migraine:,i have been a migraine sufferer since 1993 as the years went by they got worse where over the counter medicines didnt help in 1996 i was diagnosed with migraines by a neurologist after going through test after test to rule out other medical problems believe me i actually had ask the doctor is it possible to cut that piece of brain out thats how severe they are he prescribed several different kinds of migraine medicines and none worked for me until he gave me imitrex this is actually a miracle pill yes the side effects are horrible and the migraine gets worse before it gets better but once its gone you are back to your normal life like you never had an episode i dont leave home without it,,migraine,1
112,112,"April 25, 2019",,For Migraine:,first migraine i was 12 prophylactic treatment in my 20s slowed my heart rate too much was on beta blockers through pregnancies due to aura and drs concern of stroke long bad migraine history was told pain should end after 40s at 50 its worse and more frequent woke today to the 3rd day of a massive one huge amounts of pseudophedrine and ibuprofen only pushed it back enough to function by lunch i was done went to dr and they prescribed 50 mg tabs sumatriptan is a miracle medicine within 10 mins i could feel it back off within 30 mins the hangover was setting in my words were jumbled and i felt giddy this always happens when my migraines start to lift so it wasnt medicine side effect an hour later i was totally headache free i cant remember the last time this was true nine hours later i still feel good scared about tomorrow but have a pill to take if needed no side effects except feeling a little speedy for a short while my only complaint is that i waited so long to try,10.0,"aura, hangover, headache, migraine, pain",1
113,113,"April 12, 2017",Taken for 2 to 5 years,Imitrex (sumatriptan) for Migraine:,i avoid taking imitrex if i can because i experience so many side effects from it i get jaw and shoulder painstiffness pain in the back of my neck and scalp headaches drowsiness and i just generally feel weird and awful after taking it after 2 hours or so my migraine goes away and the awfulness of the imitrex lessens so that is why i do take it occasionally every time i take it im reminded of how badly i need to find something else,6.0,"drowsiness, migraine, pain",1
114,114,"September 16, 2019",Taken for less than 1 month,For Migraine:,ive been having migraines so the doc put me on 25 mg of imitrex it makes you very tired and drowsy so i wouldnt suggest taking it at work or when driving it got rid of the migraine but had horrible side effects i took it saturday at noon and here it is monday morning and i still feel panicky nauseous very tired and feel like im having a panic attack i wont be taking it again,2.0,"migraine, panic attack",1
115,115,"May 18, 2017",,Imitrex (sumatriptan) for Migraine:,i took maxalt for years it knocked me out completely horrible if you have a job i started taking imitrex and in 15 minutes my migraine disappeared amazing i didnt get any of the side effects that everyone talks about i was fine and it didnt bother my stomach either,,migraine,1
116,116,"September 6, 2016",Taken for 5 to 10 years,Imitrex (sumatriptan) for Migraine:,imitrex works wellto rid me of my migraines a few hours after i have taken it but the side effects for me are pretty bad it makes me feel really weird and it seems like my whole body is achy and muscles are burning of course the side effects that i get from this medicine is nothing compared to a full blown migraine hence why ive been taking it all these years i will be talking with my doctor at my next visit though about switching medicines because im sick of feeling like crap after taking it,7.0,migraine,1
117,117,"September 24, 2019",Taken for 1 to 2 years,For Migraine:,i am from the uk and have suffered with migraines for years and years up to a point im getting 1520 a month some days worse than others ive tried diff docs and nothing they prescribed to me seem to work pain killers were a nogo as didnt even touch the sides my doctor gave me sumatriptan around 2 years ago i literally cannot live without this the sensation is amazing when it kicks in around 1030 mins after taking it my throat goes a little tight my neck starts to ache and 1 side of my body goes a little numb you have about 10 minutes of intense side effects but when you have a migraine for the last 3 days its a god send this medication works for me and is the best thing to get rid of an ongoing migraine now i can get on with my day,10.0,"ache, migraine, pain",1
118,118,"September 28, 2020",Taken for 1 to 2 years,For Migraine:,21yo male at time of writing been having migraines for the past 5 years at worst once or twice a month 2 years back i started taking sumatriptan on doctors advice and it works magic tends to make me drowsy and a bit dizzylightheaded for 68 hours but the pain and lightsoundsensitivity dissipates within 30min the only advice id give is to not take them and go back to sleep my body enters some form of gigasleep where it refuses to wake up at anything less than vigorous physical shaking might be just me though definitely recommend the med otherwise,9.0,pain,1
119,119,"September 6, 2019",,For Migraine:, be wary i am 22 and started getting migraines in high school i first get visual aura i immediately take 100mg of sumatriptan i have probably taken this medicine 6 times and i will say it is not worth it the medicine was ok at first but then i started to get intense numbness tingling in my left hand it travels through my fingers and up my arm it would subside after 5 mins then my tongue and roof of mouth go numb my neck aches horribly my jaw is unbearably sore and weak i must rest in bed the remainder of the day at the least after taking this the side effects have become unbearable for me it reduced my visual aura but i feel like i am dying because of the side affects which puts me in a panic i am not a sensitive person so believe me this stuff is scary my neurologist told me these are signs of a stroke and the meds are not fitting for me he said this drug restricts blood flow i needed the opposite he prescribed me fiorcit havent used yet but has good reviews,2.0,"aura, numbness",1
120,120,"September 20, 2016",Taken for less than 1 month,Imitrex (sumatriptan) for Migraine:,tried 50mg of imitrex and in addition to the body aches and burning most describe my migraine shifted to neckheadache my pain level was turned up to 11 its a horrible drug when one would rather a mograine,,"migraine, pain",1
121,121,"February 9, 2017",Taken for 1 to 6 months,For Cluster Headaches:,ive had cluster headaches for about 14 years now and havent found any helpful meds until now sumatriptan has been extremely helpful for me this cluster period i use the tablets so it takes about 30 minutes to feel the effects i take it as soon as i start to feel tension in the head and neck with the slight onset of a headache by the time it starts to work the attack is almost in full force but once it kicks in the pain immediately subsides and begins to quickly go away it saves me at least a good hour of the intense tortuous pain which also saves me a lot of the side effects of the attacks such as nausea and fatigue ive found little to no side effects along with the drug so im almost immediately able to function afterwards,8.0,"fatigue, headache, nausea, pain, tension",1
122,122,"January 24, 2017",Taken for 10 years or more,For Migraine:,i have migraines that are usually triggered by hormonal changes around my menstrual cycle i have been taking this medication for roughly 10 years now my migraines become so bad i shake vomit and otherwise feel like i am dying sumatriptan has been a godsend for me i take the pill form and 50mg is all i usually need it takes around 45 minutes to an hour to kick in were i feel i can function again and i feel completely normal by 2 hours i request dr ready brand i have had some brands not work as well hence the rating of 910 for me due to inconsistent effectiveness with generic brands it does make me a little lightheaded and whole body fatigued for the first hour but that is nothing compared to suffering through a migraine,9.0,migraine,1
123,123,"August 12, 2019",Taken for 5 to 10 years,For Migraine:,i had my first migraine at age 11 i didnt know that was what it was but they became more frequent as i got older i took excedrin for years which would usually only work if i took it right at the beginning of the migraine sometimes it didnt work when i was in my late 40s suddenly the excedrin stopped working altogether and i began having occasional auras i was taking excedrin and alternating with ibuprofen with no success my migraines were lasting 45 days i finally went to the doctor when i began feeling nausea which i had never had before he prescribed sumatriptan and it was magic it has worked so well for me i have very few side effects in order to take as little as possible i usually try excedrin first which does help sometimes however if it doesnt i will take sumatriptan and that always takes care of it i am a happy camper,9.0,"migraine, nausea",1
124,124,"June 25, 2013",Taken for 10 years or more,For Migraine:,this medication works for me i did have slight chest discomfort first few times using it no longer experience it sometimes it makes me feel tired but i continue on and it goes away headache disappears within 30 mins to 1 hr of taking tablet i have been taking imitrex and sumatriptan for over 25 years and am thankful the neurologist prescribed it,10.0,"chest discomfort, discomfort, headache",1
125,125,"September 6, 2020",Taken for 10 years or more,Imitrex (sumatriptan) for Migraine:,ive been taking imitrex for over 20 years my migraines began during my first pregnancy but then continued at my worst i was having at least one migraine a week my experience is that within 30 minutes to an hour i am relieved if i eat after taking my get sleepy most times and my neck gets very heavy sometimes my whole body feels heavy but that goes away as soon as the relief begins,10.0,"migraine, pregnancy",1
126,126,"August 25, 2015",,Imitrex (sumatriptan) for Migraine:,i have been getting migraines off and on since around the age of 16 and am now 25 most of my migraines are due to my allergies during the springsummer but they seem to be even worse during the colder months this medication works wonders for me the only thing i seem to notice is a bit of dizziness after the medicene wears off but i would much rather have a little dizziness rather than being bedridden lightsound sensitivity migraine and nauseavomiting,10.0,"bedridden, dizziness, migraine",1
127,127,"January 8, 2019",Taken for less than 1 month,Imitrex (sumatriptan) for Migraine:,i had a horrible reaction to imitrex due to a possible drug interaction with wellbutrin i had gone to the er worried that i might have been having a stroke it was clearly stated in my chart that i was on wellbutrin but they prescribed imitrex for me at the er anyway after presenting with what they concluded to be a complex migraine i took an imitrex pill when i got home and almost immediately after taking it i experienced the most horrendous and oppressive burning headache it felt like the most painful and unbearable sinus headache i had ever experienced so i didnt try to take imitrex again then at my follow up visit with my doctor he asked me how the imitrex was working and i told him that i couldnt take it because it actually gave me a worse headache than i had started with he said oh yeah imitrex is known to have a negative interaction with some antidepressants like wellbutrin i wish someone had noticed that when they prescribed it to me,1.0,"drug interaction, headache, migraine, sinus headache",1
128,128,"August 21, 2017",,For Migraine:,i am 42 yrs old i started having migraines at age 36 so 6 yrs now about 2 to 3 a week these migraines changed my life completely for the worst sometimes they were so bad i would have rather died all of a sudden i couldnt work i quit my job at age 36 spent 15 yrs trying 7 or 8 different medicines and other remedies to get rid of or control my migraines and nothing worked for me until i tried 100mg sumatriptan to keep my point short 100mg sumatriptan has been a miracle drug for me i just have to make sure i take it immediately when i feel a migraine coming and take it with food timing is everything with this drug take too early it wont work and too late then it will take longer to work,9.0,migraine,1
129,129,"December 1, 2016",,Imitrex (sumatriptan) for Migraine:,been having headaches all of the sudden the entire month of november bad headaches was actually scared to take imitrex because of side effects but finally took it after 2 days of agony and it worked so happy this worked for me,10.0,,0
130,130,"April 29, 2016",Taken for less than 1 month,Imitrex (sumatriptan) for Migraine:,i was diagnosed with severe painful and silent migraines a few months ago but the neurologist said ive most likely suffered from silent migraines my entire life im 17 by the way but recently they have started getting painful imitrex was the first medication i was put on i was excited to start feeling better but imitrex made me feel awful i suffer from extreme nausea before during and after a migraine and its completely life ruining ive tried imitrex many times in hopes of it finally working every time id take it id get a horrible burning in my throat and my migraine would worsen it didnt help nausea aura pain or any other migraine symptoms i suffer from ive recently been put on another medication thatll hopefully work,1.0,"aura, migraine, nausea, pain",1
131,131,"February 22, 2018",Taken for less than 1 month,Imitrex (sumatriptan) for Migraine:,i took this today when i felt a migraine coming on the left side eye pain watery eyes runny nose nausea and within 20 mins the migraine was completely gone i burped a bit and felt kinda loopy for like 510 min the bam gone as if it never happened cant believe i went so long not without imitrex missed so much work and fun times due to migraines before,10.0,"eye pain, migraine, nausea, pain",1
132,132,"September 22, 2016",,For Migraine:,i have had diagnosed migraines for about 16 years have tried many different doctors and medications i just couldnt believe a pain horrible enough to cause vomiting wanting to stop living was randomly daignosed as migraine no known cause or cure headaches put me down for two solid days and were sometimes twice per week no life i was prescribed sumatriptan 100mg tablets omg miraculous take one at the onset of headache its gone in around 20 minutes tightness in shouldes chest quickly passes my life has been changed by this medication i am so thankful i have no other side affects alert able to go about my lifejob yaaayyyy,10.0,"headache, migraine, pain, vomiting",1
133,133,"June 29, 2017",,Onzetra Xsail (sumatriptan) for Migraine:,i was having my followup appointment with my neurologist and she gave me a sample of this because the oral tablets were not working and the nasal solution was taking a while to work for me this was my miracle drug for me one evening i felt my migraine coming on and i tried my sample pack i was very nervous about blowing something up my nostril but this wasnt bad at all and within 5 minutes i could feel my headache start to calm down i did not have to go into my dark room i am really impressed and you dont taste the medication going down your throat as much as you do with the solution thank you,10.0,"headache, migraine",1
134,134,"March 24, 2008",,Imitrex (sumatriptan) for Migraine:,this medication is by far the best migraine medicine that i have used the only thing that works better is a trip to the er and then you have to suffer for hours and hours waiting on the doctor and have an extremely high bill imitrex always works for me,10.0,migraine,1
135,135,"October 28, 2018",,For Migraine:,this was the absolute worst experience of my life i was starting to get a migraine so i took one 100mg sumatriptan succ and it immediately went down hill from there my migraine began to intensify and turned into the worst migraine of my entire life my whole entire head hurt my body and limbs felt extremely heavy like dead weight i could barely move then the nausea came i felt so ill like i would certainly vomit i never did tho i tried to sleep it off i napped for about 3 hours with a cold wash cloth on my head it did not get any better i decided to try and wake up and maybe try and get some water or electrolytes in my system that seemed to help a little my migraine then was just at the back of my head and my forehead instead of my whole head my nausea was still there i tried eating soup im writing this about 7 hours later and my head still hurts but my nausea is gone never again will i try this medication,1.0,"migraine, nausea",1
136,136,"May 4, 2015",,Sumavel DosePro (sumatriptan) for Migraine:,i wont lie it hurts like being snapped with a wet towel tail but not as much as my light sensitive migraines do my daughter also suffers from migraines and shes a big baby about pain but will take a dose before this my migraines would ruin my day i would have to lay in the dark with a bucket and suffer praying i could keep my oral medication down now i dosepro lay down for 30 minutes and i am back to normal it literally has changed my life anyone who suffers from migraines knows the feeling of a migraine building knowing that pain is coming and trying to head it off with oral meds and then failing to stop it the endless hours of horrific pain luckily my insurance covers it but id buy it whatever the cost,10.0,"migraine, pain",1
137,137,"June 24, 2017",Taken for 6 months to 1 year,For Cluster Headaches:,after suffering with cluster headaches for two years i was prescribed sumatriptan 100mg tablets which were effective if taken on an empty stomach they got to work in about 2030min which saved a good hour or so of debilitating pain so were great when the next bout hit i asked about the injections as the tablets didnt always workwork quick enough doctor agreed and i got imigran 6mg wow just wow aborts the headache within a couple of minutes of injection which is simple and easy they are a lifesaver and i would recommend anybody who suffers cluster headaches to ask your doctor about it in the uk theyre available on nhs my doctor was hesitant at first as apparently they cost 25 per 2 injection pack but they are worth it,10.0,"headache, pain",1
138,138,"March 31, 2008",,Imitrex (sumatriptan) for Cluster Headaches:,imitrex is a wonderful drug for us cluster heads ive not been without one on or about my person for the past 17 years im sure that all of us cluster suffers only wish that they would work a lot faster like the injectitons but i am sooooo thankful for them in any form a real life saver,8.0,,0
139,139,"April 25, 2017",Taken for 5 to 10 years,Imitrex (sumatriptan) for Migraine:,i have been using imitrex 5mg injections for several years as an emergency migraine abortive while it did instantly relieve the head pain and nausea i had to then wait out 3045 minutes of side effects those side effects were upper jaw pain and overall body aches like when you have the flu such as super sensitive skin even my hair hurt but for a long time this was the only option available to me through insurance and the side effects were more bearable than the migraine but recently the injection stopped working and i ended up having to go to the er now i have been given zomig nasal spray i have not had a reason to try it yet but am worried about side effects,5.0,"migraine, nausea, pain",1
140,140,"January 25, 2010",,Imitrex (sumatriptan) for Cluster Headaches:,i consider imitrex to be the geatest medicine in the world at least as far as my health is concerned i am never without the auto injector when a chronic headache comes on i inject myself 3 to 4 minutes later no pain my muscles are fatigued and im somewhat tired for about 30 minutes but no pain yes,,"headache, pain",1
141,141,"April 15, 2016",Taken for less than 1 month,Sumavel DosePro (sumatriptan) for Cluster Headaches:,followed the instructions two 2 of the shots were defective out of 6 one was harmless and did not fire which only cost me 100 for the non performing shot the other did nothing until it fired accidentally into my eye seeking regulatory and legal help,1.0,,0
142,142,"December 13, 2016",Taken for 1 to 6 months,Imitrex (sumatriptan) for Migraine:,will not ever touch it again i suffer migraines so bad that i end up in the hospital almost on a regular basis well my doctor finally prescribed imitrex and i swore up and down that i wouldnt take it due to potential side effects but my head hurt so bad today that i threw in the towel and took one mind you im on the 100mg and it has done nothing but ignore my migraine causing it to manifest into a bigger one,1.0,migraine,1
143,143,"January 7, 2021",Taken for 2 to 5 years,For Cluster Headaches:,i have been having cluster headaches for 15 years now i was just diagnosed 5 years ago so for the first 10 i was told oh its just migraines and was given multiple different medicines to prevent migraine which obviously didnt help so now im finally taking verapamil 3 times a day every 2 years or so my clusters come back and usually only last about a month i am currently in my episodal period and has lasted over 2 months now i take sumatriptan for when i get a cluster but insurance only pays for 9 pills a month and they work but 9 a month does not work because anyone with clusters know that you could have 5 or 6 a day,9.0,migraine,1
144,144,"March 19, 2012",,Imitrex (sumatriptan) for Migraine:,i have suffered from migraines for 32 years the older i am the worse they become i have both the imitrex pills the shots when i am nauseated i must use the shot approx 1 minute after injection the intense buring in my head the amplified headache are the worst side effects however nothing compared to the migraine usually the migraine is gone in 15 30 mins and i sleep it off there is also the 12 24 hour imitrex hangover from the shot muscles feel as though they are made of jelly overall wiped out feeling the pill does not have the burning effect for me and it takes the full 30 minutes to combat the migraine imitrex is the only medicine which has worked for me consistantly over the years i become immune to all other medicines,9.0,"hangover, headache, migraine",1
145,145,"October 28, 2010",,For Cyclic Vomiting Syndrome:,i take sumatriptan for the onset of my migraines and nausea that come along with my cvs on bad days they help a lot the only thing is i usually have to take more than one dose and the medication is expensive even with insurance,7.0,nausea,1
146,146,"March 11, 2008",,Imitrex (sumatriptan) for Migraine:,im 35 months pregnant and had been suffering from the worst migraine id ever experienced for 2 days i finally went to urgent care as instructed by my ob they gave me an injection of imitrex the side effects suck i felt dioriented and my head felt heavy i was sweating after about 20 minutes the side effects subsided a bit and i was able to go it is now 2 hours later and i feel 100 times better my migraine is basically gone if you can deal with the side effects its worth it,8.0,"migraine, sweating",1
147,147,"January 5, 2010",,Imitrex (sumatriptan) for Migraine:,imitrex makes me more nauseous than i am with just the headache my neck and shoulders get very stiff and it takes more than an hour to feel any relief as others have said however if i am able to take this medicine and lie down it does wonders life just isnt that practical though so i cant use it anymore,6.0,headache,1
148,148,"August 13, 2016",,For Migraine:,i have had migraines for as long as i could remember especially when its bright loud noises or when im on my phone i had a really bad migraine and i took a tablet as directed and i felt horrible after so bad it brought me to tears the migraine worsened and i felt nauseous and sick never will take again,1.0,migraine,1
149,149,"April 13, 2010",,Imitrex (sumatriptan) for Cluster Headaches:,injections are expensivebut they are the only thing that i have found that work for my cluster headaches truly a lifesaver the burning sensation is ugly but better than the viciousness ripping of my head to pieces,9.0,burning sensation,1
150,150,"May 22, 2017",Taken for 10 years or more,Imitrex (sumatriptan) for Migraine:,lifesaver this med has helped give me my life back i occasionally had 3 days of lights off ice pack cool quiet bedroom time for the pain often to the point of vomiting ive been on it for years and take the injections with warm tingly side effects but completely worth it i crash for an hour with an ice pack when i get up i feel fantastic love ,10.0,"pain, vomiting",1
151,151,"December 26, 2018",,For Migraine:,migraines impacted school and work and honestly i felt hopeless when experiencing them i would see things that made me scared feel intense tingling sensations and nausea my triggers are so far dairy caffeine neck stiffness dehydration when i do get a migraine i only take 13 to 14 of the pill im petite frame and sensitive and taking the full pill knocked me on the floor useless for about 5 hours feeling very heavy and highout of it side effects i notice are drowsy slow heavy numbness in throat sensitivity to hot water which is mostly noticeable for about 2 hours ideally i will take one when i am able to either nap or go to bed for the night and i wake up feeling great if i take one during the day i will absolutely avoid driving or operating any machinery at work,8.0,"dehydration, migraine, nausea, neck stiffness, numbness, stiffness",1
152,152,"March 13, 2013",Taken for 1 to 6 months,Imitrex (sumatriptan) for Migraine:,before imitrex i had migraines that would last 2 day i finally went to emergency to get a shot of demerol and then sometimes it would not work i would be right there with my bowl sun glass on waiting my turn i was put on imitrex when it first came out and the long term effect was not for sure on people anything is better than a migraine headache i started taking the shots and at first it made me feel a little funny for first 2 minute then it cleared up and within 15 minutes my migraine was gone after using it for a while i developed an immunity to it i then had to use 2 shots my doctor at the time had me stop using it it was a great medication for migraines back then,10.0,"headache, migraine",1
153,153,"June 13, 2017",Taken for 5 to 10 years,Imitrex (sumatriptan) for Migraine:,started having debilitating not able to take my head from under the pillow and nauseavomiting migraines after having my daughter i get about 46 a month most of them are menstrual migraines but i was lucky to find imitrex soon after i started having migraines i used to take injectable or nasal spray but have been on 10mg tabs for a few years now nothing else but imetrex works and it works for me every time i am not a fan of the side effects at all which are muscle tension mostly in jaw and neck as well as feeling drained for several hours after i will take it over the horrible migraines any day though,10.0,tension,1
154,154,"January 8, 2013",Taken for 5 to 10 years,Imitrex (sumatriptan) for Migraine:,i have been on imitrex for years now and when my migraine starts imitrex takes care of it only a couple of times i had to take the second pill im on 100mg as for side effects i have not had any my doctor has me on topamax to help control them and i keep my imitrex with me when i need it,10.0,migraine,1
