,Unnamed: 0,Date,Star,Condition,Rating,adr,label
1120,1120,3/24/2004 4:27:34 AM,4 Stars,Rated  for Bipolar I disorder Report ,lamictal i have been bipolar since i was about 16 i am now 31 and alot of times i am amazed that ive made it this far i have tried everything under the sun mostly lithium for many years but felt sooo tired all the time and wanted to see if there was anything else i have been on lamictal 100 mg 2x a day for over a year now it has worked well for meother than an occasional bad day that doesnt seem as bad as they used to be have maintained my weight even lost some wexercise and eating healthier just wish that i still didnt have those bad days but i guess if i didnt i would take this wonderful pill for granted,,0
1121,1121,3/22/2004 5:03:41 PM,3 Stars,Rated  for Bipolar I disorder Report ,oops got the rash i was in a really deep depression when i tried lamictal other antidepressants werent really an option because of the risk of mania and because i have a cooccuring seizure disorder when i got up to 25 mg i finally felt better i really felt good for about 2 days unfortunately on day 3 i got a violently itchy rapidly spreading rash and fever combination so i had to stop taking lamictal too bad it was great until then,"depression, mania, rash",1
1122,1122,3/17/2004 7:55:31 PM,4.5 Stars,Rated  for Bipolar I disorder Report ,lamictal my mom was always sad and in the 70s she took valium for her bipolar condition which did not help it seemed to only make it worse because of that i was always hesitant to get on medication also i guess i felt some sigma attached to the condition throughout my life i was up and down finally as i got older i realized the importance of taking medication that is i felt my highs were getting out of control and my lows were bringing me to such despair that i gave in and decided to try medication when i first took lamictal i had some side effectsnot sleeping well not hungry but something fabulous was happening one day shortly after starting the medication i felt a warm blanket in my brain it was as if my brain always had a lot of dark space and this warmth brought me peace and comfortno longer feeling the deep darknessi cant really explain it but it was the coolest thing i finally felt like everyone elsei could see why no one could relate to me since i can remember i was bipolar yet i never wanted medicine i wish i had tried when i was 28 10 years ago after going to a doctor to treat my seasonal depressive disorder vermont is nice in the summer but oh those dark winter daysnow in florida sunny days and the beach helped but the best thing was lamictal i believe i am on the right dose although occasionally at night i guess my morning comfort pill is wearing offmy mind seems to dwell a littlebut nothing like in the past i hope it continues to prove beneficial and that there are no side effects currently the only thing i notice is having to urinate a lotdont know if it is related to the medicine,"depressive disorder, warmth",1
1123,1123,3/9/2004 12:47:41 AM,0.5 Stars,Rated  for Bipolar I disorder Report ,for me it was useless and dangerous i know lamictal works great for many but for me it did not help my mania at all i seemed to have no side effects for the first few months so i stayed on it but my mania was sneaking up on me and eventually got worse and worse i also began getting chest pains after about 6 months and after passing out cold and going to the the er one night i found out the chest pains were actually esophogeal spasmsvery painful when i layed down to sleep at night i would feel fine but then i would wake up about an hour later with a tremendous pain in my chest i thought it might be the remeron or seroquel but i stopped both of those and the chest pains continuedso i had to stop the lamictal,"mania, pain",1
1124,1124,3/3/2004 10:49:58 PM,5 Stars,Rated  for Bipolar II disorder Report ,lamictal i enjoy this medicine i have no side effects whatsoever and after trying every med ever this was the only one that has worked for me i take 50 mg a day and its just the right dosage any more or less i feel like im thrown off recently in the last week i just got totally off of it and i only suffered a headache withdrawl one day and was fine after that,headache,1
1125,1125,2/28/2004 10:51:13 PM,3.5 Stars,Rated  for Bipolar I disorder Report ,lamictal i have found that lamictal has stabilized my manic symptoms but i have not noticed much improvment for my depressive symptoms,,0
1126,1126,2/28/2004 4:19:13 AM,5 Stars,Rated  for Bipolar II disorder Report ,tried everything tried everything my favorite mix is in the morning 2 300mg lithium and 2 100mg lamictal then at night 3 300 mg lithium and 1 100mg lamictal very effective taking 2 315 mg of green tea extract pills i find helps even more you wont be tired or drowsy very alert clear headed and stress free big fan of lamictal if you have insurance you can ask your doctor for the 3 or 4 month supply and still pay the same copay get the max pills for your copay 500 pills of each medicine is what you should be getting on each order or refill sr,stress,1
1127,1127,2/25/2004 10:05:19 PM,3.5 Stars,Rated  for Bipolar I disorder Report ,lamictal so far over the past couple of months that i have been taking lamictal i have noticed a change in my attitude and the depression aspect of my bipolar before lamictal i was taking trileptal which seemed to work for about a year and then stopped and depression and manic phases hit again i am so far happy with the effects of lamictal,depression,1
1128,1128,2/25/2004 6:41:25 PM,2 Stars,Rated  for Bipolar I disorder Report ,lamictal headaches i tried to take lamictal twice but migraines very early in to the treatment prevented me from staying on this medication so many people benefit from this drug it really ticks me off that the headaches were so debilitating that i had to stop the med,,0
1129,1129,2/25/2004 5:59:16 AM,4.5 Stars,Rated  for Epilepsy Report ,so far so good i suffered from grand mals after an auto accident ive been taking lamictal for a year 75mgs twice a day side effects are limited to occasional fatigue sleepiness during the day and difficulty sleeping at night after a second eeg my brainwaves havent reregulated themselves but this was only after 6 months of taking the meds id rate it good to excellent not cheap though 300 or so per month,"accident, difficulty sleeping, fatigue",1
1130,1130,2/25/2004 3:53:31 AM,4 Stars,Rated  for Epilepsy Report ,lamictal for several months i was prescribed many other pills i had at least 5 seizures then started taking lamictal 50 mgs 2x a day i still had symptoms especially a few hours before i was told to take them example watching tv they started talking german now 150 mgs 2x a day ive had only one seizure in the last 2 years and only have a few symptoms now im sorry i need the pills because i had encephalitis meningitis and herpes ii and now have epilepsy i only have a small group of rashes and loss of hair behind my calves if anyone has any questions write me a note on remedyfind thanks,"encephalitis, epilepsy, meningitis",1
1131,1131,2/22/2004 11:20:41 PM,5 Stars,Rated  for Bipolar I disorder Report ,the only thing thats really worked for me i am a rapid cycler bipolar my moods cycling every two weeks for a decade basically all of my 30s i tried just about every medication out there from a to zoloft so to speak and nothing came anywhere close to working it was very discouraging one day my doctor went on the internet and found out about someone who was researching the efficacy of lamictal for bipolar disorder even though it was still in the experimental stages my doctor and i both agreed that it couldnt hurt for me to give it a try nothing was even known about dosage levels back then my doctor inadvertantly had me take too high a dose and i had a small seizure so was it worth it being a human guinea pig my god yes ive been taking lamictal since 1998 and its like night and day in fact i almost forget that i am bipolar thats how good its been,bipolar disorder,1
1132,1132,2/22/2004 3:36:45 PM,3.5 Stars,Rated  for Bipolar II disorder Report ,sexual side effects i found this medication to do exactly what it promised it would and fast i only used it for a few months but it never waned the only problem i had with it which was a big one with me it turned out was that it made me so i had absolutely no sexual desire or even wants for physical affection from my mate if this could be overcome which potentially it could i would definately say that this was the best med i have ever been on for the desired effects,,0
1133,1133,2/21/2004 1:19:15 PM,4.5 Stars,Rated  for Bipolar I disorder Report ,lamitcal depression bipolar lamitcal has been a life saver for me aloma,depression,1
1134,1134,2/21/2004 2:42:18 AM,2 Stars,Rated  for Cyclothymic disorder Report ,the romance is over update it worked for a week however the second week i started having panic attacks big time so unfortunately i couldnt tolerate it,,0
1135,1135,2/21/2004 1:30:35 AM,3.5 Stars,Rated  for Bipolar II disorder Report ,lamictal i use it along with 450 mg of eskalith the two work better than anything else ive used in the past,,0
1136,1136,2/20/2004 10:51:23 PM,4.5 Stars,Rated  for Bipolar II disorder Report ,lamictal my doctor changed me to lamictal after i took depakote for several months and had a lot of side effects since i have been taking lamictal i am free of side effects its definitely working for me,,0
1137,1137,2/20/2004 9:25:10 PM,3.5 Stars,Rated  for Bipolar II disorder Report ,excellent update ive only been on this for a little over a month but it has radically changed my life i cant believe i went 45 years actually i cant believe i survived 45 years without it i am a whole hearted supporter of this drug it has given me life i cannot say enough good things about it good luck to all of you this drug has cured me my hope and prayer will be that everyone has similar succsess with whatever works for them i started lamictal friday 103003 im actually only taking 12 and a half mg per dose this week and will eventually get up to 100mg daily im supposed to have bipolar ii and the doctor said this will help with the depression ive really appreciated the things you all have written and as the weeks go by and the dose goes up ill keep you informed as to whether i still like this as well as i do now i am definitely skeptical when it comes to drugs and doctors check back soon 5 days and feeling ok no rash or anything a very mild headache sometimes still only on small dosage though 12 and a half mg more later,"depression, headache, rash",1
1138,1138,2/19/2004 5:15:42 AM,5 Stars,Rated  for Bipolar II disorder Report ,lamictal does help lamictal does help quite a bit i have ben on it for some time and i can tell you this is about the best rx treatment for bipolar disorder also having sleep disorder along with being bipolar the lamictal helps both,"bipolar disorder, sleep disorder",1
1139,1139,2/15/2004 9:24:01 PM,2.5 Stars,Rated  for Bipolar I disorder Report ,stopped taking lamictal dt negative side effects i felt a need to comment on my review back in august 2003 i stopped taking lamictal in november 8 2003 due to severe panicanxiety attacks i was experiencing the attacks had become so extreme that i nearly quit my jobnot once but on several occasionsbecause i couldnt handle the stress i didnt make the connection with lamictal until i sat down and thought about when i first started getting the attacks right after i started taking lamictal last year it started with nocturnal panic attacks several days a week and turned into long drawnout anxiety now that ive been lamictalfree for over two months i havent had any problems its a pity because the medication had been working quite well for me august 16 2003 i started out on a low dose of lamictal in january 2002bipolar i my pdoc gradually increased it to around 100 mg twice a day i started taking it after i had been hospitalized twice within one month and i was it seemed runnning out of options ive had ect at least thirty times and i didnt want to go there again i cant tolerate most antidepressantsone ad sent me into a fullblown psychotic episode my pdoc told me i either try the lamictal or i was going to be inpatient again i am by the way his first patient to give it a try i suppose most people are afraid of the fatal rash after about three months a record for me as i am one of those med noncompliant types it was working well sadly a good friend of mine also bipolar committed suicide due to the terrible grief and stress i ended up in the hospital again and my pdoc upped the dose to 175 mg twice a day which made a huge difference ive been on lamictal at 325 mg a day for over four months it may not sound long but ive tried lithium depakote neurontin i have been doing really well no extremes between my depression and mania and i dont feel that this is one of those meds t,"anxiety, depression, mania, psychotic episode, rash, stress, suicide",1
1140,1140,2/14/2004 10:43:03 AM,3.5 Stars,Rated  for Bipolar Disorder NOS Report ,lamictal i will go up to 25mg twice daily next week so far so good some late afternoon headaches,,0
1141,1141,2/13/2004 4:35:50 AM,3 Stars,Rated  for Bipolar I disorder Report ,worked well stopped because of rash lamictal was successful for me for several months at a dosage of 100mg however i became depressed again and the dosage was raised to 125mg resulting in a rash i stopped the medication and the rash went away,rash,1
1142,1142,2/12/2004 1:10:08 AM,4 Stars,Rated  for Bipolar I disorder Report ,lamictal allowed lower dose of wellbutrin after taking depakote for years i began feeling as though i was jumping out of my skin i was switched to 150mgday of lamictal and at my request my dr lowered it to 25 mg in the morning and 50 mg at night this lower dose worked just fine at controlling mood along with seroquel and klonipin i was able to reduce the dosage of wellbutrin to control depression i went from 300 mgday to only 100 mgday i believe that the lamictal treats both depression and manic episodes im finally on the right doses of meds for my situation and have had no episodes for at least two years,depression,1
1143,1143,2/10/2004 11:26:28 PM,4.5 Stars,Rated  for Depression Report ,best yet i started on lamictal about a year ago for major depression it was used to augment effexor xr i found it to be extremely helpful and finally had hope again i have had trials of many other meds which were not sucessful i remained stable on 300 mg of lamictal for 6 months till i met my insurance limit on meds lamictal was so expensive that i could not afford to stay on it and slowly got off it i went down hill fast and was back to where i started now that my insurance has realized that it is more cost effective to pay for the lamictal than inpatient hospital stays i am slowly increasing the dose again this time around i have had mild rashes with dose increases which last for a week or so they are very itchy but are not the dreaded rash so many talk about i would stop taking lamictal if i had any fever or other symptoms but my doc and i agree the benefits out weigh the risks and as long as i immediatly report any other symptoms it is ok to keep trying again i am feeling hope as my depression goes down and my ability to function goes back up,"depression, major depression, rash",1
1144,1144,2/10/2004 9:18:48 PM,5 Stars,Rated  for Bipolar I disorder Report ,effective antidepressant 103 lamictal was added to my medications for its antidepressant effect i had been stablized on zyprexa but still had symptoms of depression i really wasnt expecting much from it and saw no benefits until the dosage was increased to 200 mg after many months of slow increases it did the trick though ive been at that dose for a year now with a recent increase due to a month of rapid cycling although im still on the zyprexa i consider lamictal to be my main mood stablizer i had no side effects from it except when it was increased to 250 mg then i had one day of dizziness nausea and brain fog i was actually surprised that lamictal had such antidepressant effects 803 lamictal has been shown to be my main mood stabilizer after i missed one dose and started to cycle it was raised to 300mg and now i take it in divided doses to help keep my blood level more constant i also take zyprexa but am hoping to discontinue it soon because of the weight gain for me lamictal has been sideeffect free 204 after having a 3 month episode it was found out that the lamictal and zyprexa worked handinhand with each other both were increased and now ive remained stable for 7 weeks my zyprexa is at 15mg a high dose and my lamical is at 350mg will probably be lowering the zyprexa if i remain stable the lamictal will probably stay the same,"depression, dizziness, nausea",1
1145,1145,2/10/2004 7:39:40 PM,4.5 Stars,Rated  for Depression Report ,finally something that works i have been taking lamictal for about 3 months now and it seems to be working great after 5 years of trying various antidepressants i can honestly say that none have effected such a positive sustained change in my mood the past three months i have actually been able to function normally something that seemed impossible before my doctor first diagnosed me with major unipolar depression but now is reconsidering his diagnosis due to my phenomenal response to lamictal,depression,1
1146,1146,2/9/2004 7:14:42 PM,0.5 Stars,Rated  for Epilepsy Report ,lamictal sorry didnt work for me as dose increased so did seizure frequency finally resulting in a status episode came off it pretty quickly after that,,0
1147,1147,1/30/2004 10:11:55 PM,4.5 Stars,Rated  for Bipolar II disorder Report ,the best ever im taking lamictal along with seraquel and lexapro and feel better than i have in years my only side effect has been weight gain and i dont know which one to blame has anyone else had this problem,,0
1148,1148,1/26/2004 6:42:10 PM,3 Stars,Rated  for Obsessive Compulsive Disorder Report ,not working too well i have anxiety disorder converting to compulsiveness and even though the compulsiveness has stopped i feel really slow cognitively and feel that the pain of the anxiety inside is just numbed out and thats it but the anxiety is still there inside me i dont have an urge to compulse but thats because the pain is numbed out but the anxiety is still their constricting my ability to think for me its just a painkiller and thats not what i want id rather suffer and compulse but have my brains,"anxiety, anxiety disorder, pain",1
1149,1149,1/26/2004 6:09:25 AM,5 Stars,Rated  for Bipolar I disorder Report ,so perfect for years i have been tortured with varied antidepressants and mood stabilizers all no no avail i cant even count how many 1 year ago my new doctor listened very carefully and decided i was bipolar now i take 150 mg lamictal every night and i couldnt feel more normal or happy,,0
1150,1150,1/10/2004 3:11:54 AM,4.5 Stars,Rated  for Bipolar I disorder Report ,worked for my depression within a couple of days i have been having real success with taking lamictal except for the common side effects such as weight gain intense craving for sweets and some other effects i take it in the morning i also take seroquel at night i could not sleep well for years the ssri kept me awake and sleep deprived when i did sleep give it a try it worked for my depression within a couple of days,depression,1
1151,1151,1/3/2004 9:59:01 AM,0.5 Stars,Rated  for Bipolar II disorder Report ,dont even think about it while on 25mg on the 2nd week on it i developed a very itchy red skin rash on my left armi stopped it but the rash didnt go away so i had to take extra therapy now 1 month later it hasnt completely gone and im still continuing the therapy you should know that for other drugs trileptal tegretol the chance that you ll get stevensjohnson is 1 in 200000 while for lamictal it is 1 in 1000 also dont buy that there is only 10 chance that you will have a rash because if you just look for example the rates here more than 30 of 100 involve skin rashes i believe it is a very dangerous drug it shouldnt have been on the market and if you are willing to take that risk just make sure that your symptoms are quite severe or you are very desperate,rash,1
1152,1152,12/26/2003 10:03:59 PM,4.5 Stars,Rated  for Bipolar II disorder Report ,after having rash i am now trying againworks this med works but have patience after 3 months on being on 50mg of lamictal my doc decided to jump the dose up another 50mg i felt fine but after a week i began to get a rash on my lower back somewhere between a boil and a hive but it itched like crazy so to be safe i stopped after my doc contacted the drug company for lamictal i was able to go back onwith extreme caution i had to wait 6 weeks and started on only 2 mgs evrey two weeks i increase my 3mgs no rash and i have made it to 10mg it is an amazing medicationor else i wouldnt go through all this crap,rash,1
1153,1153,12/22/2003 7:28:13 PM,3 Stars,Rated  for Bipolar II disorder Report ,be in the know questionable effect was on this for nine months when my mouth inflamed excruciatingly and i was deep in flusymptomland went to two emergency rooms and they both thought it herpes or gingivitis with some virus even though i showed them i was on lamictal they missed the stevensjohnson angle of possible fatal rash sometimes in mouth i caught it in time thanks to my psychiatrist but i wouldnt have seen much use in continuing lamictal anyways a slight improvement and stabilization in mood ive bipolarii w atypical depr at the start didnt outweigh the cost and fact that i still would seriously suicidally destabilize on trips across a couple of time zones,"gingivitis, rash",1
1154,1154,12/21/2003 6:25:22 PM,4 Stars,Rated  for Bipolar I disorder Report ,is it working i have been taking lamictal for 2 12 weeksit seems to be working for the deep depression i found myself in after a summer spent in supermania during which i had to be hospitalized tried various moodstabilizers but they just didnt work for mei am hoping this will be the magic drug as i hate taking medsi miss being exited about life but at least i am not sleeping all the time now and the doctor did say it could take up to six weeks to kick inthe only sideeffect i have noticed is some queaziness i seem to be on a lower dose than a lot of other people,depression,1
1155,1155,12/17/2003 10:13:03 PM,1 Stars,Rated  for Bipolar II disorder Report ,great but only if you can handle it i really wish i could have stayed on it first time my head felt that clear for a long time depression and mood swings dispersed after 3 weeks once dosage was up to only half strength one annoying factor with this this med was having to build it up 125mg per week to 200mg which i assume is normal at about the 3 to 4 week mark i began having difficulty sleeping id get numb fingers and hands itch like crazy and feel my heart throbbing and pounding as if i was really anxious but without the anxiety after 3 or 4 nights in a row getting as little as 3 hours sleep i started getting extremely uptight so as soon as i saw some new spots on my arm id been warned to stop taking it if ther was any sign of a rash that was enough for me judging by some of the other reviews on this page see scary stuff 2262003 i think i did the right thing also crashed into major depression as i had to come off it straight away this is an extremely highrisk medication allround,"anxiety, depression, difficulty sleeping, major depression, mood swings, rash",1
1156,1156,12/14/2003 5:21:13 PM,4 Stars,Rated  for Bipolar I disorder Report ,up and coming medication i have been taking lamictal for three weeks with great results my acute mania has subsided and i am stable i took lamictal after the big three mood stabilizers left me with terrible side affects the only side affect i feel is some minor mid afternoon tiredness i am at 100mg and my doctor said the therapeutic dose is between 100400mg this drug is fda approved for bipolar disorder which is exciting i believe lamictal is going to be a great drug for me and many others in the days to come i also take 100mg of seroquel and 50mg of zoloft for my ocd and depression i take 100mg of trazadone as needed for insomnia i feel very excited about my medication because i see it working i was once very scared that no medication would work without having difficult side affects but things have changed thank god keep your head up say your prayers and before you know it you will have the perfect combination of medications thanks for listening,"bipolar disorder, depression, insomnia, mania",1
1157,1157,11/26/2003 9:01:25 AM,4.5 Stars,Rated  for Bipolar I disorder Report ,lamictal has been excellent i have bipolar disorder and have been hospitalized five times i have been on every bipolar drug there is the side effects were so severe for every drug i tried that i did not take any medication for very long the only drug that i have found to work has been lamictal i have been taking lamictal for one year at 300 mlgs twice a day although my dosage had to be steadily increased i am now very stable the only side affects i have noticed are sleepiness but nothing like the other seizure medications and hair loss which i cannot be sure is caused by lamictal good luck to anyone who tries this medication,bipolar disorder,1
1158,1158,11/25/2003 3:06:51 PM,3.5 Stars,Rated  for Bipolar I disorder Report ,good for depression i have not been able to increase past 100mg per day because it makes me really tired but i dont have any problems witht fatigue with taking 100mg daily i think it helps with keeping me from getting too depressed but it doesnt help on the high end at this dosage,"depression, fatigue",1
1159,1159,11/23/2003 11:10:56 PM,4 Stars,Rated  for Bipolar II disorder Report ,wow august2003 i have had a nasty sleep disorder irritability itching constantly waking up for years the only thing that helped was valium but not for long then i was diagnosed with bipolar 2 and put on lamictal it is supposed to help depression and it certainly has no depression in over two months instead of up and down all day but it has also eliminated my night anxiety and sleeplessness lamictal is not supposed to work on the manic phase but i havent had one of those either in two months i sure hope this continues to work its a new world november 2003 i have now been on lamictal for about five months it is still working against depression much milder and more controllable with cognitive strategies except that soon after i wrote the first part of this review i started experiencing the same old cycles of irritability and sleeplessness these happen a couple of times a month and can last as long as eight days my shrink gave me oxazapam to be used sparingly but i find i can usually get by on antihistamines or gravol anyway the cycles of irritability are getting worse so i am going to go to a new shrink to see if i should take more lamictal i am only on 50 mg or whatever the problem is that when i am not irritable manic but its no fun ive had fun manic cycles and this aint it i cant really remember how bad it gets therefore i dont tell the shrink what he needs to know to get serious i think thats at least part of the problem anyway in the canadian system right now there are too few psychiatrists so it may take several months to get an appointment with a new shrink ill survive i get rageful and suicidal but dont seem to do anything about it but now that ive had the experience of no cycles i want that back,"anxiety, depression, irritability, sleep disorder",1
1160,1160,11/20/2003 3:23:24 AM,1 Stars,Rated  for Bipolar I disorder Report ,lamictal not effective for me i was on lamictal for the first 6 months after i was diagnosed bipolar 1 it caused me a lot of nauseau and i did not notice any decrease in my symptoms my doctor eventually had me try lithium instead,,0
1161,1161,11/11/2003 9:12:18 PM,0.5 Stars,Rated  for Epilepsy Report ,hives i got hives on the second day when i was well below therapeutic dosage my doctor said it couldnt be from the lamictal i switched doctors,,0
1162,1162,10/30/2003 6:46:49 PM,0.5 Stars,Rated  for Bipolar II disorder Report ,be very careful i just got out of the hospital yesterday due to a severe reaction from this med i had a god awful rash everywhere a fever that would spike to 104 at night and muscle weakness and pain that made it impossible for me to do anything i was dying until i went into the er and they admitted me immediately i hear alot of good things about this drug and i am glad that it appears to be helping so many but watch yourself on it especially if you may be prone to allergies i stopped taking the drug at the first sign of allergy and still continued to get worse and worse now i am trying to put the pieces back together after such a very scary experience best to you all and i hope no one ever has to go through what i went through but was lucky enough to survive update after having several lab tests done on me in the hospital i am now looking at a possible diagnosis of lupus and another connective tissue disease it doesnt appear that the drug caused my autoimmune problems but it would appear that my reaction to this med incited the preexisting condition in me also doing research on this i found info from the fda that in rare cases this drug can cause lupuslike symptoms i just add this info for anyone else that may ever go through such an experience it was terrifying and i found it very difficult to find answers i am glad to see that so many people have a good response to this drug i am not trying to trash it i am only sharing my experience because i found it one of the most isolating experiences in my life and to the extent that this helps anyone god bless,"pain, rash",1
1163,1163,10/29/2003 8:07:58 PM,2.5 Stars,Rated  for Bipolar II disorder Report ,lamictal i would like to reduce the amount of lamictal because i feel so tired all the time,,0
1164,1164,10/28/2003 3:46:46 AM,4 Stars,Rated  for Bipolar II disorder Report ,lamictal was great for a while once we finally got my dosage adjusted correctly it worked great for a while after about a year and a half though it started to lose its effectiveness i ended up switching medications completely and now im back on wellbutrin sr again,,0
1165,1165,10/26/2003 6:13:25 PM,2 Stars,Rated  for Bipolar II disorder Report ,no hope at all the only reason for me to take lamictal and citalopram is that i fear i would feel worse without these remedy,fear,1
1166,1166,10/15/2003 6:42:00 PM,4.5 Stars,Rated  for Bipolar I disorder Report ,lamictal lamictal is a great medication for bipolars one very minor sideeffect is an hour midmorning sleepiness a small price to pay for my sanity ive been diagnosed a bipolar for almost ten years ive tried my share of medications my psychiatrist has been happy now finding the right combination of medications to help me live a life of emotional stability from day to day my cycles have not gone away but are much more manageable neurontin and wellbutrin are the other medications are currently use for my condition lamictal allows me greater relief of the onset of anxiety elation or depression because of this medication it has made it easier to handle to pangs of life my family agrees,"anxiety, depression",1
1167,1167,10/3/2003 4:01:34 AM,3 Stars,Rated  for Bipolar I disorder Report ,acne from hell i have been on and off lamictal several times each time within a couple weeks of starting it i have developed bad acne on my back upper arms and sometimes my face i am told this is an unusual side effect i also experience occassional mild headaches particularly as the dose is titrated up other than that no side effects but as far as i can tell no therapeutic effects either no help with severe depression but other than the acne seems pretty benign no weight gain etc i may ask my pdoc to discontinue it tho because of lack of efficacy and some very ugly acne update heeding the warning of a member of this site who was kind enough to email me i went to the skin doctor to make sure the acne wasnt a lamictal rash she assured me it was just acne its still acne from hell but at least its not going to kill me also ive been feeling much less depressed lately if its the lamictal it sure took a long time months to kick in,"acne, depression, rash",1
1168,1168,9/26/2003 3:21:57 AM,3.5 Stars,Rated  for Bipolar II disorder Report ,lamictal one of the very few meds i have been able to tolerate at one time dose was as high as 300mg not sure of effectiness since i had a severe depressive episode last winter but then sad complicates my bipolar disorder so it may have been difficult for any med to bring under control since i have no side effects i have stayed on it its not hurting me,"bipolar disorder, depressive episode",1
1169,1169,9/20/2003 7:13:00 AM,4.5 Stars,Rated  for Bipolar II disorder Report ,worked for me but now augmenting with litium o all and all a darned fine drug however no side effects now if only these were fruit flavored,,0
1170,1170,9/18/2003 5:25:44 PM,3.5 Stars,Rated  for Bipolar II disorder Report ,kreative lamictal is working great for me i take it as a mood stablizber and for depression,depression,1
1171,1171,9/14/2003 8:36:40 PM,2 Stars,Rated  for Bipolar II disorder Report ,lamictal it started to make my liver hurt and made my whole body get really hot then it made my upper body start to hurt,,0
1172,1172,9/7/2003 2:49:41 AM,5 Stars,Rated  for Bipolar I disorder Report ,lamictal works for me 200mg a day works well with lithium,,0
1173,1173,8/31/2003 6:29:00 PM,4.5 Stars,Rated  for Bipolar I disorder Report ,lamictal effectiveness i am taking lamictal in combination with lithium lamictal works moderately well for my everpresent depression the lithium was decreased by half 3 weeks ago due to toxicity so far only 1 manic episode and the depression has worsened however i am sure that the lamictal is still working effectively since the depression is not as bad as in past mood swings,"depression, manic episode, mood swings",1
1174,1174,8/29/2003 3:21:29 AM,3 Stars,Rated  for Epilepsy Report ,yeah success at last my daughter has had seizures since early childhood lamictal is the adjunct drug that actually consistently controlled her grand mal seizures tegretol did not control them the combination of 2600 mg of neurontin daily and lamactil has worked fairly well we use valium to break seizure cycles in five day bursts if needed however memory problems persist,,0
1175,1175,8/29/2003 1:02:48 AM,1.5 Stars,Rated  for Bipolar II disorder Report ,lamictal okmy first week on lamictal plus zoloft and wellbutrin trying to attack the depression that will not end seeing slight benefits after only one week its true worked on a project that i havent been able to concentrate on actually felt slightly sexual have headaches and feel dizzy but waiting to see if it goes away will update soon update 2 weeks later headaches getting worse blurry vision dizziness i feel gross hope it goes away soon after 2 12 weeks i could no longer stand the headachesfelt like my brains were too big for my head and that that whole bit would collape yuk,"depression, dizziness",1
1176,1176,8/28/2003 8:42:37 PM,4 Stars,Rated  for Borderline Personality Disorder Report ,saved my life i dont know where i would be without lamictal it was tough at the beginning because i had lots of side effects for up to two months i had an allergic rash different from stevensjohnsons rash severe dry mouth bad headaches and the worst nausea but like i said it got so much better now the rapid cycling is gone i still suffer from some depression but no more manic stages and the depression is not nearly as bad i was in a really bad place when i first started lamictal and now im functioning i highly recommend that if you are experiencing side effects to stick it out it is so worth the bad side effects at the beginning,"allergic rash, depression, dry mouth, nausea, rash",1
1177,1177,8/28/2003 8:42:37 PM,4 Stars,Rated  for Bipolar II disorder Report ,saved my life i dont know where i would be without lamictal it was tough at the beginning because i had lots of side effects for up to two months i had an allergic rash different from stevensjohnsons rash severe dry mouth bad headaches and the worst nausea but like i said it got so much better now the rapid cycling is gone i still suffer from some depression but no more manic stages and the depression is not nearly as bad i was in a really bad place when i first started lamictal and now im functioning i highly recommend that if you are experiencing side effects to stick it out it is so worth the bad side effects at the beginning,"allergic rash, depression, dry mouth, nausea, rash",1
1178,1178,8/27/2003 3:12:42 PM,4 Stars,Rated  for Bipolar II disorder Report ,lamictal i was taking 900 mgs of lithium and 200 mgs of lamictal was added to enhance the effects of the lithium,,0
1179,1179,8/22/2003 10:57:02 AM,1.5 Stars,Rated  for Epilepsy Report ,insomnia lamictal caused serious insomnia,insomnia,1
1180,1180,8/21/2003 12:06:45 AM,4.5 Stars,Rated  for Epilepsy Report ,so far so good my son has been on this for 9 months he is doing great some shakiness but i can live better without grand mals everyday we still have some breaking through but not like they were so far so good and he eats,shakiness,1
1181,1181,8/11/2003 9:39:53 PM,4.5 Stars,Rated  for Bipolar II disorder Report ,lamictal best drug ive used gave me my life back no side effects ive tried many of the popular drugs to no avail,,0
1182,1182,8/7/2003 2:41:53 AM,2.5 Stars,Rated  for Bipolar II disorder Report ,bad experience my doc prescribed lamictal as well as seroquel and xanax to treat my bipolar disorder as well as anxiety and i was very displeased with the lamictal it seemed like i was sleepy all the time either taking a nap or trying to take a nap and i was always ill to those around me it definitely made me more manic and it was hard for me to make rational decisions i even managed to crash my car while on this medication because of my poor judgment and due to my being very impatient at the time i think if i had been calmer maybe i wouldnt have had the accident i am glad to be off that medication and now on a new one that i will hopefully have better luck with,"accident, anxiety, bipolar disorder",1
1183,1183,8/6/2003 4:54:57 AM,4.5 Stars,Rated  for Epilepsy Report ,ferrets experiences i am on this and topamaxtopiramatethere was a lot of blurred and double vision at 1st till the level was set but that all settled they are the only 2 drugs that have controlled all my seizures completely and have done so now for just on 3 yrs this after trying just about every other drug for approx 17yrs or so i love em and wouldnt realy care how much they cost or how dificult they were to take after having anywhere up to 20 absent or complex partial seizures a day and a couple of grand mal a month to having none at all ill cop alot to stay on em thanx just give them time to settle and get the doses adjusted right then shell be right mate,"complex partial seizures, partial seizures",1
